,구군,읍면동,년월,총 유동인구
1457,동래구,복산동,2020-02,114382
1458,동래구,명륜동,2020-02,96535
1459,동래구,온천1동,2020-02,241317
1460,동래구,온천2동,2020-02,65481
1461,동래구,온천3동,2020-02,148078
1462,동래구,사직1동,2020-02,190436
1463,동래구,사직2동,2020-02,162736
1464,동래구,사직3동,2020-02,201894
1465,동래구,안락1동,2020-02,71025
1466,동래구,안락2동,2020-02,202257
1467,동래구,명장1동,2020-02,86458
1468,동래구,명장2동,2020-02,156719
1469,동래구,수민동,2020-03,179906
1470,동래구,복산동,2020-03,90299
1471,동래구,명륜동,2020-03,111096
1472,동래구,온천1동,2020-03,116722
1473,동래구,온천2동,2020-03,309315
1474,동래구,온천3동,2020-03,73052
1475,동래구,사직1동,2020-03,98520
1476,동래구,사직2동,2020-03,68093
1477,동래구,사직3동,2020-03,321141
1478,동래구,안락1동,2020-03,129066
1479,동래구,안락2동,2020-03,76720
1480,동래구,명장1동,2020-03,69908
1481,동래구,명장2동,2020-03,84856
1482,동래구,수민동,2020-04,114298
1483,동래구,복산동,2020-04,55575
1484,동래구,명륜동,2020-04,111263
1485,동래구,온천1동,2020-04,76277
1486,동래구,온천2동,2020-04,79180
1487,동래구,온천3동,2020-04,89758
1488,동래구,사직1동,2020-04,80296
1489,동래구,사직2동,2020-04,108605
1490,동래구,사직3동,2020-04,191466
1491,동래구,안락1동,2020-04,142416
1492,동래구,안락2동,2020-04,259415
1493,동래구,명장1동,2020-04,247874
1494,동래구,명장2동,2020-04,95789
1495,동래구,수민동,2020-05,251607
1496,동래구,복산동,2020-05,112856
1497,동래구,명륜동,2020-05,184203
1498,동래구,온천1동,2020-05,64798
1499,동래구,온천2동,2020-05,59027
1500,동래구,온천3동,2020-05,136466
1501,동래구,사직1동,2020-05,166175
1502,동래구,사직2동,2020-05,262853
1503,동래구,사직3동,2020-05,294373
1504,동래구,안락1동,2020-05,201868
1505,동래구,안락2동,2020-05,82755
1506,동래구,명장1동,2020-05,176421
1507,동래구,명장2동,2020-05,181425
1508,동래구,수민동,2020-06,134307
1509,동래구,복산동,2020-06,170105
1510,동래구,명륜동,2020-06,80753
1511,동래구,온천1동,2020-06,245322
1512,동래구,온천2동,2020-06,75807
1513,동래구,온천3동,2020-06,58047
1514,동래구,사직1동,2020-06,91151
1515,동래구,사직2동,2020-06,149767
1516,동래구,사직3동,2020-06,183935
1517,동래구,안락1동,2020-06,295069
1518,동래구,안락2동,2020-06,209888
1519,동래구,명장1동,2020-06,157877
1520,동래구,명장2동,2020-06,87545
1521,동래구,수민동,2020-07,79657
1522,동래구,복산동,2020-07,93352
1523,동래구,명륜동,2020-07,200793
1524,동래구,온천1동,2020-07,192622
1525,동래구,온천2동,2020-07,200283
1526,동래구,온천3동,2020-07,131004
1527,동래구,사직1동,2020-07,144291
1528,동래구,사직2동,2020-07,107375
1529,동래구,사직3동,2020-07,206870
1530,동래구,안락1동,2020-07,298364
1531,동래구,안락2동,2020-07,195023
1532,동래구,명장1동,2020-07,56253
1533,동래구,명장2동,2020-07,153833
1534,남구,대연1동,2020-01,47086
1535,남구,대연3동,2020-01,52608
1536,남구,대연4동,2020-01,74279
1537,남구,대연5동,2020-01,92309
1538,남구,대연6동,2020-01,62152
1539,남구,용호1동,2020-01,123485
1540,남구,용호2동,2020-01,147338
1541,남구,용호3동,2020-01,64328
1542,남구,용호4동,2020-01,132175
1543,남구,용당동,2020-01,118666
1544,남구,감만1동,2020-01,115220
1545,남구,감만2동,2020-01,30864
1546,남구,우암동,2020-01,91129
1547,남구,문현1동,2020-01,215771
1548,남구,문현2동,2020-01,123593
1549,남구,문현3동,2020-01,250275
1550,남구,문현4동,2020-01,10095
1551,남구,대연1동,2020-02,75370
1552,남구,대연3동,2020-02,126864
1553,남구,대연4동,2020-02,47715
1554,남구,대연5동,2020-02,25462
1555,남구,대연6동,2020-02,356243
1556,남구,용호1동,2020-02,42408
1557,남구,용호2동,2020-02,226389
1558,남구,용호3동,2020-02,131308
1559,남구,용호4동,2020-02,91755
1560,남구,용당동,2020-02,62182
1561,남구,감만1동,2020-02,127576
1562,남구,감만2동,2020-02,118674
1563,남구,우암동,2020-02,57766
1564,남구,문현1동,2020-02,109076
1565,남구,문현2동,2020-02,148914
1566,남구,문현3동,2020-02,85909
1567,남구,문현4동,2020-02,91178
1568,남구,대연1동,2020-03,260018
1569,남구,대연3동,2020-03,167070
1570,남구,대연4동,2020-03,98434
1571,남구,대연5동,2020-03,104631
1572,남구,대연6동,2020-03,184704
1573,남구,용호1동,2020-03,80013
1574,남구,용호2동,2020-03,181593
1575,남구,용호3동,2020-03,106313
1576,남구,용호4동,2020-03,96822
1577,남구,용당동,2020-03,74918
1578,남구,감만1동,2020-03,160084
1579,남구,감만2동,2020-03,65093
1580,남구,우암동,2020-03,201553
1581,남구,문현1동,2020-03,65472
1582,남구,문현2동,2020-03,100890
1583,남구,문현3동,2020-03,122040
1584,남구,문현4동,2020-03,218616
1585,남구,대연1동,2020-04,176253
1586,남구,대연3동,2020-04,113486
1587,남구,대연4동,2020-04,185642
1588,남구,대연5동,2020-04,121290
1589,남구,대연6동,2020-04,207351
1590,남구,용호1동,2020-04,215879
1591,남구,용호2동,2020-04,434220
1592,남구,용호3동,2020-04,111218
1593,남구,용호4동,2020-04,84639
1594,남구,용당동,2020-04,49994
1595,남구,감만1동,2020-04,103793
1596,남구,감만2동,2020-04,23276
1597,남구,우암동,2020-04,49325
1598,남구,문현1동,2020-04,65381
1599,남구,문현2동,2020-04,65298
1600,남구,문현3동,2020-04,37654
1601,남구,문현4동,2020-04,62200
1602,남구,대연1동,2020-05,39715
1603,남구,대연3동,2020-05,43416
1604,남구,대연4동,2020-05,47671
1605,남구,대연5동,2020-05,45801
1606,남구,대연6동,2020-05,66550
1607,남구,용호1동,2020-05,96740
1608,남구,용호2동,2020-05,58411
1609,남구,용호3동,2020-05,47920
1610,남구,용호4동,2020-05,47235
1611,남구,용당동,2020-05,69486
1612,남구,감만1동,2020-05,20557
1613,남구,감만2동,2020-05,95443
1614,남구,우암동,2020-05,42891
1615,남구,문현1동,2020-05,57663
1616,남구,문현2동,2020-05,146702
1617,남구,문현3동,2020-05,44404
1618,남구,문현4동,2020-05,57282
1619,남구,대연1동,2020-06,117311
1620,남구,대연3동,2020-06,41561
1621,남구,대연4동,2020-06,31157
1622,남구,대연5동,2020-06,63408
1623,남구,대연6동,2020-06,21585
1624,남구,용호1동,2020-06,34469
1625,남구,용호2동,2020-06,43699
1626,남구,용호3동,2020-06,142635
1627,남구,용호4동,2020-06,27193
1628,남구,용당동,2020-06,90284
1629,남구,감만1동,2020-06,39818
1630,남구,감만2동,2020-06,71472
1631,남구,우암동,2020-06,47887
1632,남구,문현1동,2020-06,52393
1633,남구,문현2동,2020-06,51714
1634,남구,문현3동,2020-06,49216
1635,남구,문현4동,2020-06,135827
1636,남구,대연1동,2020-07,215304
1637,남구,대연3동,2020-07,45820
1638,남구,대연4동,2020-07,85259
1639,남구,대연5동,2020-07,191467
1640,남구,대연6동,2020-07,247018
1641,남구,용호1동,2020-07,142661
1642,남구,용호2동,2020-07,158075
1643,남구,용호3동,2020-07,201064
1644,남구,용호4동,2020-07,105258
1645,남구,용당동,2020-07,167982
1646,남구,감만1동,2020-07,126116
1647,남구,감만2동,2020-07,135677
1648,남구,우암동,2020-07,123282
1649,남구,문현1동,2020-07,174113
1650,남구,문현2동,2020-07,67354
1651,남구,문현3동,2020-07,107420
1652,남구,문현4동,2020-07,162042
1653,북구,구포1동,2020-01,118849
1654,북구,구포2동,2020-01,130330
1655,북구,구포3동,2020-01,83117
1656,북구,금곡동,2020-01,192015
1657,북구,화명1동,2020-01,117003
1658,북구,화명2동,2020-01,91535
1659,북구,화명3동,2020-01,241347
1660,북구,덕천1동,2020-01,65901
1661,북구,덕천2동,2020-01,162080
1662,북구,덕천3동,2020-01,201462
1663,북구,만덕1동,2020-01,169163
1664,북구,만덕2동,2020-01,196934
1665,북구,만덕3동,2020-01,74191
1666,북구,구포1동,2020-02,204901
1667,북구,구포2동,2020-02,90341
1668,북구,구포3동,2020-02,148016
1669,북구,금곡동,2020-02,169384
1670,북구,화명1동,2020-02,90515
1671,북구,화명2동,2020-02,110229
1672,북구,화명3동,2020-02,115858
1673,북구,덕천1동,2020-02,318599
1674,북구,덕천2동,2020-02,72373
1675,북구,덕천3동,2020-02,101850
1676,북구,만덕1동,2020-02,66086
1677,북구,만덕2동,2020-02,318636
1678,북구,만덕3동,2020-02,128019
1679,북구,구포1동,2020-03,78646
1680,북구,구포2동,2020-03,73685
1681,북구,구포3동,2020-03,85203
1682,북구,금곡동,2020-03,114364
1683,북구,화명1동,2020-03,55497
1684,북구,화명2동,2020-03,112068
1685,북구,화명3동,2020-03,76861
1686,북구,덕천1동,2020-03,81587
1687,북구,덕천2동,2020-03,91983
1688,북구,덕천3동,2020-03,79724
1689,북구,만덕1동,2020-03,113361
1690,북구,만덕2동,2020-03,192097
1691,북구,만덕3동,2020-03,142554
1692,북구,구포1동,2020-04,266853
1693,북구,구포2동,2020-04,247830
1694,북구,구포3동,2020-04,98429
1695,북구,금곡동,2020-04,255783
1696,북구,화명1동,2020-04,116569
1697,북구,화명2동,2020-04,169274
1698,북구,화명3동,2020-04,60122
1699,북구,덕천1동,2020-04,71807
1700,북구,덕천2동,2020-04,138466
1701,북구,덕천3동,2020-04,160009
1702,북구,만덕1동,2020-04,275295
1703,북구,만덕2동,2020-04,294393
1704,북구,만덕3동,2020-04,218355
1705,북구,구포1동,2020-05,81948
1706,북구,구포2동,2020-05,178265
1707,북구,구포3동,2020-05,178308
1708,북구,금곡동,2020-05,135726
1709,북구,화명1동,2020-05,170144
1710,북구,화명2동,2020-05,82201
1711,북구,화명3동,2020-05,250424
1712,북구,덕천1동,2020-05,78785
1713,북구,덕천2동,2020-05,59498
1714,북구,덕천3동,2020-05,92423
1715,북구,만덕1동,2020-05,135968
1716,북구,만덕2동,2020-05,182824
1717,북구,만덕3동,2020-05,287040
1718,북구,구포1동,2020-06,205287
1719,북구,구포2동,2020-06,161682
1720,북구,구포3동,2020-06,87322
1721,북구,금곡동,2020-06,84690
1722,북구,화명1동,2020-06,93912
1723,북구,화명2동,2020-06,201210
1724,북구,화명3동,2020-06,191382
1725,북구,덕천1동,2020-06,217892
1726,북구,덕천2동,2020-06,101334
1727,북구,덕천3동,2020-06,137229
1728,북구,만덕1동,2020-06,104816
1729,북구,만덕2동,2020-06,204995
1730,북구,만덕3동,2020-06,308742
1731,북구,구포1동,2020-07,207226
1732,북구,구포2동,2020-07,53261
1733,북구,구포3동,2020-07,177337
1734,북구,금곡동,2020-07,47183
1735,북구,화명1동,2020-07,50960
1736,북구,화명2동,2020-07,75281
1737,북구,화명3동,2020-07,89075
1738,북구,덕천1동,2020-07,64198
1739,북구,덕천2동,2020-07,131086
1740,북구,덕천3동,2020-07,136029
1741,북구,만덕1동,2020-07,68210
1742,북구,만덕2동,2020-07,135639
1743,북구,만덕3동,2020-07,127227
1744,해운대구,우1동,2020-01,127435
1745,해운대구,우2동,2020-01,35059
1746,해운대구,중1동,2020-01,94561
1747,해운대구,중2동,2020-01,221590
1748,해운대구,좌1동,2020-01,120687
1749,해운대구,좌2동,2020-01,246080
1750,해운대구,좌3동,2020-01,10905
1751,해운대구,좌4동,2020-01,76002
1752,해운대구,송정동,2020-01,121444
1753,해운대구,반여1동,2020-01,49726
1754,해운대구,반여2동,2020-01,26659
1755,해운대구,반여3동,2020-01,347223
1756,해운대구,반여4동,2020-01,39288
1757,해운대구,반송1동,2020-01,231239
1758,해운대구,반송2동,2020-01,131393
1759,해운대구,재송1동,2020-01,90413
1760,해운대구,재송2동,2020-01,60423
1761,해운대구,우1동,2020-02,126343
1762,해운대구,우2동,2020-02,123670
1763,해운대구,중1동,2020-02,57380
1764,해운대구,중2동,2020-02,116213
1765,해운대구,좌1동,2020-02,154690
1766,해운대구,좌2동,2020-02,86874
1767,해운대구,좌3동,2020-02,91887
1768,해운대구,좌4동,2020-02,262801
1769,해운대구,송정동,2020-02,171460
1770,해운대구,반여1동,2020-02,95412
1771,해운대구,반여2동,2020-02,109840
1772,해운대구,반여3동,2020-02,194232
1773,해운대구,반여4동,2020-02,82233
1774,해운대구,반송1동,2020-02,177954
1775,해운대구,반송2동,2020-02,106175
1776,해운대구,재송1동,2020-02,98459
1777,해운대구,재송2동,2020-02,69907
1778,해운대구,우1동,2020-03,163787
1779,해운대구,우2동,2020-03,65985
1780,해운대구,중1동,2020-03,221863
1781,해운대구,중2동,2020-03,73052
1782,해운대구,좌1동,2020-03,97126
1783,해운대구,좌2동,2020-03,118543
1784,해운대구,좌3동,2020-03,224275
1785,해운대구,좌4동,2020-03,173624
1786,해운대구,송정동,2020-03,112832
1787,해운대구,반여1동,2020-03,192984
1788,해운대구,반여2동,2020-03,118335
1789,해운대구,반여3동,2020-03,201452
1790,해운대구,반여4동,2020-03,210644
1791,해운대구,반송1동,2020-03,414822
1792,해운대구,반송2동,2020-03,106505
1793,해운대구,재송1동,2020-03,114986
1794,해운대구,재송2동,2020-03,66592
1795,해운대구,우1동,2020-04,102751
1796,해운대구,우2동,2020-04,23547
1797,해운대구,중1동,2020-04,48013
1798,해운대구,중2동,2020-04,68584
1799,해운대구,좌1동,2020-04,67631
1800,해운대구,좌2동,2020-04,41647
1801,해운대구,좌3동,2020-04,68948
1802,해운대구,좌4동,2020-04,39477
1803,해운대구,송정동,2020-04,42201
1804,해운대구,반여1동,2020-04,47149
1805,해운대구,반여2동,2020-04,45740
1806,해운대구,반여3동,2020-04,65596
1807,해운대구,반여4동,2020-04,94459
1808,해운대구,반송1동,2020-04,58796
1809,해운대구,반송2동,2020-04,46232
1810,해운대구,재송1동,2020-04,50232
1811,해운대구,재송2동,2020-04,68234
1812,해운대구,우1동,2020-05,20663
1813,해운대구,우2동,2020-05,93510
1814,해운대구,중1동,2020-05,46080
1815,해운대구,중2동,2020-05,58777
1816,해운대구,좌1동,2020-05,142622
1817,해운대구,좌2동,2020-05,43828
1818,해운대구,좌3동,2020-05,60085
1819,해운대구,좌4동,2020-05,119184
1820,해운대구,송정동,2020-05,40328
1821,해운대구,반여1동,2020-05,29426
1822,해운대구,반여2동,2020-05,68216
1823,해운대구,반여3동,2020-05,21261
1824,해운대구,반여4동,2020-05,37425
1825,해운대구,반송1동,2020-05,41498
1826,해운대구,반송2동,2020-05,142638
1827,해운대구,재송1동,2020-05,26257
1828,해운대구,재송2동,2020-05,93103
1829,해운대구,우1동,2020-06,42351
1830,해운대구,우2동,2020-06,73258
1831,해운대구,중1동,2020-06,49091
1832,해운대구,중2동,2020-06,52611
1833,해운대구,좌1동,2020-06,49854
1834,해운대구,좌2동,2020-06,47449
1835,해운대구,좌3동,2020-06,130965
1836,해운대구,좌4동,2020-06,212093
1837,해운대구,송정동,2020-06,47679
1838,해운대구,반여1동,2020-06,82679
1839,해운대구,반여2동,2020-06,198748
1840,해운대구,반여3동,2020-06,257598
1841,해운대구,반여4동,2020-06,142164
1842,해운대구,반송1동,2020-06,155407
1843,해운대구,반송2동,2020-06,197342
1844,해운대구,재송1동,2020-06,103705
1845,해운대구,재송2동,2020-06,168444
1846,해운대구,우1동,2020-07,122886
1847,해운대구,우2동,2020-07,144467
1848,해운대구,중1동,2020-07,114218
1849,해운대구,중2동,2020-07,181663
1850,해운대구,좌1동,2020-07,69214
1851,해운대구,좌2동,2020-07,106419
1852,해운대구,좌3동,2020-07,166132
1853,해운대구,좌4동,2020-07,114416
1854,해운대구,송정동,2020-07,127646
1855,해운대구,반여1동,2020-07,78188
1856,해운대구,반여2동,2020-07,191811
1857,해운대구,반여3동,2020-07,117285
1858,해운대구,반여4동,2020-07,87964
1859,해운대구,반송1동,2020-07,228524
1860,해운대구,반송2동,2020-07,63455
1861,해운대구,재송1동,2020-07,152562
1862,해운대구,재송2동,2020-07,197553
1863,사하구,괴정1동,2020-01,169588
1864,사하구,괴정2동,2020-01,211822
1865,사하구,괴정3동,2020-01,76269
1866,사하구,괴정4동,2020-01,185819
1867,사하구,당리동,2020-01,90492
1868,사하구,하단1동,2020-01,157792
1869,사하구,하단2동,2020-01,184562
1870,사하구,신평1동,2020-01,91908
1871,사하구,신평2동,2020-01,111258
1872,사하구,장림1동,2020-01,118918
1873,사하구,장림2동,2020-01,311646
1874,사하구,다대1동,2020-01,72848
1875,사하구,다대2동,2020-01,103568
1876,사하구,구평동,2020-01,66481
1877,사하구,감천1동,2020-01,308936
1878,사하구,감천2동,2020-01,126113
1879,사하구,괴정1동,2020-02,74097
1880,사하구,괴정2동,2020-02,71225
1881,사하구,괴정3동,2020-02,86137
1882,사하구,괴정4동,2020-02,110210
1883,사하구,당리동,2020-02,54836
1884,사하구,하단1동,2020-02,109712
1885,사하구,하단2동,2020-02,75741
1886,사하구,신평1동,2020-02,82662
1887,사하구,신평2동,2020-02,92979
1888,사하구,장림1동,2020-02,81035
1889,사하구,장림2동,2020-02,119363
1890,사하구,다대1동,2020-02,192430
1891,사하구,다대2동,2020-02,143350
1892,사하구,구평동,2020-02,260424
1893,사하구,감천1동,2020-02,237224
1894,사하구,감천2동,2020-02,97354
1895,사하구,괴정1동,2020-03,255661
1896,사하구,괴정2동,2020-03,124278
1897,사하구,괴정3동,2020-03,170916
1898,사하구,괴정4동,2020-03,58556
1899,사하구,당리동,2020-03,71414
1900,사하구,하단1동,2020-03,139456
1901,사하구,하단2동,2020-03,159176
1902,사하구,신평1동,2020-03,277986
1903,사하구,신평2동,2020-03,335945
1904,사하구,장림1동,2020-03,225034
1905,사하구,장림2동,2020-03,79611
1906,사하구,다대1동,2020-03,179605
1907,사하구,다대2동,2020-03,194421
1908,사하구,구평동,2020-03,128345
1909,사하구,감천1동,2020-03,163365
1910,사하구,감천2동,2020-03,86129
1911,사하구,괴정1동,2020-04,241911
1912,사하구,괴정2동,2020-04,71679
1913,사하구,괴정3동,2020-04,58783
1914,사하구,괴정4동,2020-04,91498
1915,사하구,당리동,2020-04,131573
1916,사하구,하단1동,2020-04,177645
1917,사하구,하단2동,2020-04,293486
1918,사하구,신평1동,2020-04,194685
1919,사하구,신평2동,2020-04,160172
1920,사하구,장림1동,2020-04,88832
1921,사하구,장림2동,2020-04,82617
1922,사하구,다대1동,2020-04,94079
1923,사하구,다대2동,2020-04,199663
1924,사하구,구평동,2020-04,185787
1925,사하구,감천1동,2020-04,211455
1926,사하구,감천2동,2020-04,109451
1927,사하구,괴정1동,2020-05,137576
1928,사하구,괴정2동,2020-05,107741
1929,사하구,괴정3동,2020-05,202923
1930,사하구,괴정4동,2020-05,292412
1931,사하구,당리동,2020-05,196685
1932,사하구,하단1동,2020-05,52017
1933,사하구,하단2동,2020-05,168302
1934,사하구,신평1동,2020-05,45134
1935,사하구,신평2동,2020-05,48103
1936,사하구,장림1동,2020-05,75301
1937,사하구,장림2동,2020-05,88939
1938,사하구,다대1동,2020-05,61187
1939,사하구,다대2동,2020-05,126907
1940,사하구,구평동,2020-05,152595
1941,사하구,감천1동,2020-05,61136
1942,사하구,감천2동,2020-05,133035
1943,사하구,괴정1동,2020-06,124323
1944,사하구,괴정2동,2020-06,121786
1945,사하구,괴정3동,2020-06,35582
1946,사하구,괴정4동,2020-06,90856
1947,사하구,당리동,2020-06,216341
1948,사하구,하단1동,2020-06,125543
1949,사하구,하단2동,2020-06,241308
1950,사하구,신평1동,2020-06,11569
1951,사하구,신평2동,2020-06,73195
1952,사하구,장림1동,2020-06,116735
1953,사하구,장림2동,2020-06,50009
1954,사하구,다대1동,2020-06,25265
1955,사하구,다대2동,2020-06,332626
1956,사하구,구평동,2020-06,40634
1957,사하구,감천1동,2020-06,224985
1958,사하구,감천2동,2020-06,133605
1959,사하구,괴정1동,2020-07,90474
1960,사하구,괴정2동,2020-07,60188
1961,사하구,괴정3동,2020-07,119809
1962,사하구,괴정4동,2020-07,115935
1963,사하구,당리동,2020-07,59130
1964,사하구,하단1동,2020-07,124603
1965,사하구,하단2동,2020-07,158192
1966,사하구,신평1동,2020-07,85237
1967,사하구,신평2동,2020-07,88791
1968,사하구,장림1동,2020-07,262270
1969,사하구,장림2동,2020-07,169393
1970,사하구,다대1동,2020-07,94238
1971,사하구,다대2동,2020-07,106335
1972,사하구,구평동,2020-07,181415
1973,사하구,감천1동,2020-07,81103
1974,사하구,감천2동,2020-07,172814
1975,금정구,서1동,2020-01,112950
1976,금정구,서2동,2020-01,98382
1977,금정구,서3동,2020-01,73473
1978,금정구,부곡1동,2020-01,172602
1979,금정구,부곡2동,2020-01,67442
1980,금정구,부곡3동,2020-01,211029
1981,금정구,부곡4동,2020-01,65687
1982,금정구,장전1동,2020-01,96985
1983,금정구,장전2동,2020-01,355999
1984,금정구,선두구동,2020-01,170229
1985,금정구,청룡노포동,2020-01,112934
1986,금정구,남산동,2020-01,187708
1987,금정구,구서1동,2020-01,122695
1988,금정구,구서2동,2020-01,205236
1989,금정구,금성동,2020-01,212035
1990,금정구,서1동,2020-02,439770
1991,금정구,서2동,2020-02,108884
1992,금정구,서3동,2020-02,109739
1993,금정구,부곡1동,2020-02,77642
1994,금정구,부곡2동,2020-02,107972
1995,금정구,부곡3동,2020-02,23917
1996,금정구,부곡4동,2020-02,48070
1997,금정구,장전1동,2020-02,66355
1998,금정구,장전2동,2020-02,110333
1999,금정구,선두구동,2020-02,69953
2000,금정구,청룡노포동,2020-02,39216
2001,금정구,남산동,2020-02,41414
2002,금정구,구서1동,2020-02,47296
2003,금정구,구서2동,2020-02,46026
2004,금정구,금성동,2020-02,68079
2005,금정구,서1동,2020-03,93936
2006,금정구,서2동,2020-03,57538
2007,금정구,서3동,2020-03,45505
2008,금정구,부곡1동,2020-03,49666
2009,금정구,부곡2동,2020-03,67776
2010,금정구,부곡3동,2020-03,18445
2011,금정구,부곡4동,2020-03,93132
2012,금정구,장전1동,2020-03,44701
2013,금정구,장전2동,2020-03,205636
2014,금정구,선두구동,2020-03,45341
2015,금정구,청룡노포동,2020-03,61127
2016,금정구,남산동,2020-03,120562
2017,금정구,구서1동,2020-03,40798
2018,금정구,구서2동,2020-03,29060
2019,금정구,금성동,2020-03,71465
2020,금정구,서1동,2020-04,21081
2021,금정구,서2동,2020-04,35796
2022,금정구,서3동,2020-04,44200
2023,금정구,부곡1동,2020-04,148042
2024,금정구,부곡2동,2020-04,24649
2025,금정구,부곡3동,2020-04,97482
2026,금정구,부곡4동,2020-04,42512
2027,금정구,장전1동,2020-04,73686
2028,금정구,장전2동,2020-04,104495
2029,금정구,선두구동,2020-04,53622
2030,금정구,청룡노포동,2020-04,48759
2031,금정구,남산동,2020-04,120462
2032,금정구,구서1동,2020-04,215938
2033,금정구,구서2동,2020-04,45515
2034,금정구,금성동,2020-04,77892
2035,금정구,서1동,2020-05,203726
2036,금정구,서2동,2020-05,267630
2037,금정구,서3동,2020-05,137026
2038,금정구,부곡1동,2020-05,151296
2039,금정구,부곡2동,2020-05,207427
2040,금정구,부곡3동,2020-05,109768
2041,금정구,부곡4동,2020-05,170607
2042,금정구,장전1동,2020-05,127360
2043,금정구,장전2동,2020-05,258877
2044,금정구,선두구동,2020-05,178359
2045,금정구,청룡노포동,2020-05,65974
2046,금정구,남산동,2020-05,105427
2047,금정구,구서1동,2020-05,172124
2048,금정구,구서2동,2020-05,119719
2049,금정구,금성동,2020-05,126718
2050,금정구,서1동,2020-06,72650
2051,금정구,서2동,2020-06,186693
2052,금정구,서3동,2020-06,116892
2053,금정구,부곡1동,2020-06,88217
2054,금정구,부곡2동,2020-06,224984
2055,금정구,부곡3동,2020-06,66976
2056,금정구,부곡4동,2020-06,150094
2057,금정구,장전1동,2020-06,190947
2058,금정구,장전2동,2020-06,375555
2059,금정구,선두구동,2020-06,73844
2060,금정구,청룡노포동,2020-06,186907
2061,금정구,남산동,2020-06,94829
2062,금정구,구서1동,2020-06,154548
2063,금정구,구서2동,2020-06,179895
2064,금정구,금성동,2020-06,91036
2065,금정구,서1동,2020-07,109476
2066,금정구,서2동,2020-07,124711
2067,금정구,서3동,2020-07,321415
2068,금정구,부곡1동,2020-07,76079
2069,금정구,부곡2동,2020-07,104788
2070,금정구,부곡3동,2020-07,67899
2071,금정구,부곡4동,2020-07,304430
2072,금정구,장전1동,2020-07,121692
2073,금정구,장전2동,2020-07,139840
2074,금정구,선두구동,2020-07,89683
2075,금정구,청룡노포동,2020-07,106191
2076,금정구,남산동,2020-07,53688
2077,금정구,구서1동,2020-07,107554
2078,금정구,구서2동,2020-07,70658
2079,금정구,금성동,2020-07,82967
2080,강서구,대저1동,2020-01,94341
2081,강서구,대저2동,2020-01,82183
2082,강서구,강동동,2020-01,117386
2083,강서구,가락동,2020-01,196038
2084,강서구,녹산동,2020-01,141590
2085,강서구,가덕도동,2020-01,256791
2086,강서구,대저1동,2020-02,235902
2087,강서구,대저2동,2020-02,95172
2088,강서구,강동동,2020-02,253999
2089,강서구,가락동,2020-02,118819
2090,강서구,녹산동,2020-02,169627
2091,강서구,가덕도동,2020-02,59088
2092,강서구,대저1동,2020-03,65257
2093,강서구,대저2동,2020-03,132886
2094,강서구,강동동,2020-03,160134
2095,강서구,가락동,2020-03,279369
2096,강서구,녹산동,2020-03,341226
2097,강서구,가덕도동,2020-03,230392
2098,강서구,대저1동,2020-04,79724
2099,강서구,대저2동,2020-04,188807
2100,강서구,강동동,2020-04,186783
2101,강서구,가락동,2020-04,125911
2102,강서구,녹산동,2020-04,165585
2103,강서구,가덕도동,2020-04,85378
2104,강서구,대저1동,2020-05,252560
2105,강서구,대저2동,2020-05,66016
2106,강서구,강동동,2020-05,54896
2107,강서구,가락동,2020-05,87142
2108,강서구,녹산동,2020-05,134726
2109,강서구,가덕도동,2020-05,174365
2110,강서구,대저1동,2020-06,289136
2111,강서구,대저2동,2020-06,189147
2112,강서구,강동동,2020-06,170106
2113,강서구,가락동,2020-06,85423
2114,강서구,녹산동,2020-06,85115
2115,강서구,가덕도동,2020-06,93106
2116,강서구,대저1동,2020-07,186934
2117,강서구,대저2동,2020-07,190941
2118,강서구,강동동,2020-07,216221
2119,강서구,가락동,2020-07,111471
2120,강서구,녹산동,2020-07,130262
2121,강서구,가덕도동,2020-07,109225
2122,연제구,거제1동,2020-01,200111
2123,연제구,거제2동,2020-01,290403
2124,연제구,거제3동,2020-01,199208
2125,연제구,거제4동,2020-01,54370
2126,연제구,연산1동,2020-01,168136
2127,연제구,연산2동,2020-01,40580
2128,연제구,연산3동,2020-01,47945
2129,연제구,연산4동,2020-01,77134
2130,연제구,연산5동,2020-01,85415
2131,연제구,연산6동,2020-01,63872
2132,연제구,연산8동,2020-01,129587
2133,연제구,연산9동,2020-01,155342
2134,연제구,거제1동,2020-02,60452
2135,연제구,거제2동,2020-02,137694
2136,연제구,거제3동,2020-02,129834
2137,연제구,거제4동,2020-02,122435
2138,연제구,연산1동,2020-02,36304
2139,연제구,연산2동,2020-02,86952
2140,연제구,연산3동,2020-02,214416
2141,연제구,연산4동,2020-02,130605
2142,연제구,연산5동,2020-02,240547
2143,연제구,연산6동,2020-02,10970
2144,연제구,연산8동,2020-02,76791
2145,연제구,연산9동,2020-02,120610
2146,연제구,거제1동,2020-03,48749
2147,연제구,거제2동,2020-03,25355
2148,연제구,거제3동,2020-03,343563
2149,연제구,거제4동,2020-03,41027
2150,연제구,연산1동,2020-03,230299
2151,연제구,연산2동,2020-03,133308
2152,연제구,연산3동,2020-03,91309
2153,연제구,연산4동,2020-03,58235
2154,연제구,연산5동,2020-03,113678
2155,연제구,연산6동,2020-03,114230
2156,연제구,연산8동,2020-03,61978
2157,연제구,연산9동,2020-03,123410
2158,연제구,거제1동,2020-04,158374
2159,연제구,거제2동,2020-04,83332
