,index,읍면동,경도,위도
1870,8,가덕도동,128.8338634,35.08187158
1871,9,가덕도동,128.8342568,35.01490178
1872,10,가덕도동,128.8346249,35.01553927
1873,11,가덕도동,128.8346249,35.01553927
1874,0,거제1동,129.0766372,35.19876289
1875,1,거제1동,129.0885058,35.19201358
1876,2,거제1동,129.0771779,35.19895638
1877,3,거제1동,129.08832379999998,35.19318702
1878,4,거제1동,129.08832379999998,35.19318702
1879,5,거제1동,129.079034,35.19897591
1880,6,거제1동,129.079034,35.19897591
1881,7,거제1동,129.0676127,35.19220859
1882,8,거제1동,129.0765303,35.18816354
1883,9,거제1동,129.0765303,35.18816354
1884,10,거제1동,129.08882690000002,35.19220900000001
1885,11,거제1동,129.08882690000002,35.19220900000001
1886,12,거제1동,129.0774533,35.19902604
1887,13,거제1동,129.0774533,35.19902604
1888,14,거제1동,129.0676875,35.19205469
1889,15,거제1동,129.0676875,35.19205469
1890,0,거제2동,129.0646453,35.19368594
1891,1,거제2동,129.0707493,35.18606048
1892,2,거제2동,129.0707493,35.18606048
1893,3,거제2동,129.0656587,35.19392942
1894,4,거제2동,129.0656587,35.19392942
1895,5,거제2동,129.0726017,35.19000118
1896,6,거제2동,129.0661196,35.19390733
1897,7,거제2동,129.0661196,35.19390733
1898,8,거제2동,129.05402320000002,35.18744210000001
1899,9,거제2동,129.05402320000002,35.18744210000001
1900,10,거제2동,129.0665894,35.18533101
1901,11,거제2동,129.0665894,35.18533101
1902,12,거제2동,129.0727865,35.18985532
1903,13,거제2동,129.0727865,35.18985532
1904,0,거제3동,129.0739883,35.18856470000001
1905,1,거제3동,129.0702225,35.17603269
1906,2,거제3동,129.06834650000002,35.17948354
1907,3,거제3동,129.06834650000002,35.17948354
1908,4,거제3동,129.0723256,35.18737157
1909,5,거제3동,129.0723256,35.18737157
1910,6,거제3동,129.06904340000003,35.17652985
1911,7,거제3동,129.06904340000003,35.17652985
1912,8,거제3동,129.0767943,35.18736798
1913,9,거제3동,129.0767943,35.18736798
1914,10,거제3동,129.071549,35.17756234
1915,11,거제3동,129.071549,35.17756234
1916,0,거제4동,129.0653376,35.17774332
1917,1,거제4동,129.0653376,35.17774332
1918,2,거제4동,129.0670806,35.17670941
1919,3,거제4동,129.065174,35.18203537
1920,4,거제4동,129.065174,35.18203537
1921,5,거제4동,129.067193,35.18446937
1922,6,거제4동,129.067193,35.18446937
1923,7,거제4동,129.06985559999998,35.18405828
1924,8,거제4동,129.06985559999998,35.18405828
1925,0,연산1동,129.0937775,35.18389869
1926,1,연산1동,129.08751189999998,35.18417145
1927,2,연산1동,129.0844755,35.18784027
1928,3,연산1동,129.0844755,35.18784027
1929,4,연산1동,129.0908135,35.19296631
1930,5,연산1동,129.0908135,35.19296631
1931,6,연산1동,129.0944303,35.19164470000001
1932,7,연산1동,129.0944303,35.19164470000001
1933,8,연산1동,129.0915381,35.19295978
1934,9,연산1동,129.0915381,35.19295978
1935,10,연산1동,129.0922832,35.1928449
1936,11,연산1동,129.09199840000002,35.19289253
1937,12,연산1동,129.09199840000002,35.19289253
1938,0,연산2동,129.0822193,35.16424411
1939,1,연산2동,129.0756717,35.17716524
1940,2,연산2동,129.0859392,35.17571253
1941,3,연산2동,129.0759496,35.1765949
1942,4,연산2동,129.0759496,35.1765949
1943,5,연산2동,129.07752720000002,35.18050191
1944,6,연산2동,129.0785947,35.181529
1945,7,연산2동,129.0785947,35.181529
1946,8,연산2동,129.0838435,35.18076104
1947,9,연산2동,129.0838435,35.18076104
1948,10,연산2동,129.078052,35.18117328
1949,11,연산2동,129.078052,35.18117328
1950,0,연산3동,129.0882991,35.16662339
1951,1,연산3동,129.0954598,35.16935315
1952,2,연산3동,129.0878302,35.17427137
1953,3,연산3동,129.0964779,35.17323792
1954,4,연산3동,129.0963202,35.17048111
1955,5,연산3동,129.0873988,35.17238233
1956,6,연산3동,129.0873988,35.17238233
1957,7,연산3동,129.09179840000002,35.17383905
1958,8,연산3동,129.09179840000002,35.17383905
1959,9,연산3동,129.0964582,35.17094858
1960,10,연산3동,129.0964348,35.17084063
1961,11,연산3동,129.0964348,35.17084063
1962,0,연산4동,129.08888570000002,35.17933669
1963,1,연산4동,129.0808117,35.19059521
1964,2,연산4동,129.083421,35.191942
1965,3,연산4동,129.083421,35.191942
1966,4,연산4동,129.0894148,35.17949418
1967,5,연산4동,129.0894148,35.17949418
1968,6,연산4동,129.0812946,35.19140214
1969,7,연산4동,129.0821891,35.19179076
1970,8,연산4동,129.0827727,35.19191174
1971,9,연산4동,129.0827727,35.19191174
1972,0,연산5동,129.0801257,35.19102498
1973,1,연산5동,129.0723323,35.17952043
1974,2,연산5동,129.0723323,35.17952043
1975,3,연산5동,129.0836057,35.18104259
1976,4,연산5동,129.0836057,35.18104259
1977,5,연산5동,129.07270079999998,35.18083319
1978,6,연산5동,129.0797847,35.19098295
1979,7,연산5동,129.0723284,35.1800613
1980,8,연산5동,129.0723284,35.1800613
1981,9,연산5동,129.0792816,35.19030238
1982,10,연산5동,129.0770783,35.18725729
1983,11,연산5동,129.0770783,35.18725729
1984,0,연산6동,129.0848272,35.17960747
1985,1,연산6동,129.0945673,35.17811368
1986,2,연산6동,129.0860854,35.16937446
1987,3,연산6동,129.0860854,35.16937446
1988,4,연산6동,129.0963737,35.1736535
1989,5,연산6동,129.08502679999998,35.17975891
1990,6,연산6동,129.0964759,35.17390497
1991,7,연산6동,129.0964759,35.17390497
1992,8,연산6동,129.0852358,35.17978408
1993,9,연산6동,129.0880354,35.17978601
1994,10,연산6동,129.0882763,35.17973878
1995,11,연산6동,129.0882763,35.17973878
1996,12,연산6동,129.085653,35.17978936
1997,13,연산6동,129.085653,35.17978936
1998,14,연산6동,129.08790359999998,35.17978719
1999,15,연산6동,129.08790359999998,35.17978719
2000,0,연산8동,129.0946295,35.19093982
2001,1,연산8동,129.1009788,35.18544692
2002,2,연산8동,129.1009788,35.18544692
2003,3,연산8동,129.094085,35.18963773
2004,4,연산8동,129.10030759999998,35.18941009
2005,5,연산8동,129.10030759999998,35.18941009
2006,6,연산8동,129.097359,35.19141989
2007,7,연산8동,129.097359,35.19141989
2008,8,연산8동,129.0933998,35.18602937
2009,9,연산8동,129.0954932,35.18411754
2010,10,연산8동,129.0954932,35.18411754
2011,11,연산8동,129.0945274,35.19069737
2012,12,연산8동,129.0945274,35.19069737
2013,13,연산8동,129.0933748,35.18744477
2014,14,연산8동,129.0933748,35.18744477
2015,0,연산9동,129.1000117,35.19108034
2016,1,연산9동,129.111297,35.17639293
2017,2,연산9동,129.111865,35.17698263
2018,3,연산9동,129.111865,35.17698263
2019,4,연산9동,129.1137473,35.18378881
2020,5,연산9동,129.1137473,35.18378881
2021,6,연산9동,129.1081656,35.18995138
2022,7,연산9동,129.108952,35.18963772
2023,8,연산9동,129.108952,35.18963772
2024,0,남천1동,129.1116472,35.13677375
2025,1,남천1동,129.1132501,35.14892779
2026,2,남천1동,129.1059115,35.14836402
2027,3,남천1동,129.1059115,35.14836402
2028,4,남천1동,129.1076771,35.14988926
2029,5,남천1동,129.1076771,35.14988926
2030,6,남천1동,129.1113459,35.15012609
2031,7,남천1동,129.10360559999998,35.14176884
2032,8,남천1동,129.1087423,35.13780091
2033,9,남천1동,129.1116619,35.14996094
2034,10,남천1동,129.10344320000002,35.14193257
2035,11,남천1동,129.10344320000002,35.14193257
2036,12,남천1동,129.1079372,35.13831305
2037,13,남천1동,129.1079372,35.13831305
2038,14,남천1동,129.1114985,35.15005257
2039,15,남천1동,129.1114985,35.15005257
2040,0,남천2동,129.11143130000002,35.14591582
2041,1,남천2동,129.1157716,35.14149518
2042,2,남천2동,129.1157716,35.14149518
2043,3,남천2동,129.11241470000002,35.14721381
2044,4,남천2동,129.1153524,35.14615922
2045,5,남천2동,129.1153524,35.14615922
2046,6,남천2동,129.1142076,35.14832407
2047,7,남천2동,129.1109882,35.14238644
2048,8,남천2동,129.1109882,35.14238644
2049,9,남천2동,129.1127246,35.14015309
2050,10,남천2동,129.1127246,35.14015309
2051,11,남천2동,129.11165490000002,35.14622024
2052,12,남천2동,129.11165490000002,35.14622024
2053,13,남천2동,129.11396829999998,35.1484795
2054,14,남천2동,129.11396829999998,35.1484795
2055,0,수영동,129.1199671,35.17298696
2056,1,수영동,129.1148471,35.16784222
2057,2,수영동,129.1111017,35.17414126
2058,3,수영동,129.121953,35.17051682
2059,4,수영동,129.1098744,35.17188102
2060,5,수영동,129.1208437,35.17206846
2061,6,수영동,129.1208437,35.17206846
2062,7,수영동,129.1101267,35.17105845
2063,8,수영동,129.1126605,35.16929553
2064,9,수영동,129.1105162,35.17306496
2065,10,수영동,129.1105162,35.17306496
2066,11,수영동,129.1103767,35.17087588
2067,12,수영동,129.1103767,35.17087588
2068,13,수영동,129.1115075,35.1700813
2069,14,수영동,129.1115075,35.1700813
2070,0,망미1동,129.0980769,35.16969
2071,1,망미1동,129.1064217,35.16983942
2072,2,망미1동,129.0966991,35.17417336
2073,3,망미1동,129.1023937,35.17964716
2074,4,망미1동,129.1023937,35.17964716
2075,5,망미1동,129.1093228,35.17249
2076,6,망미1동,129.1093228,35.17249
2077,7,망미1동,129.1062023,35.17957638
2078,8,망미1동,129.1062023,35.17957638
2079,9,망미1동,129.09666299999998,35.1706673
2080,10,망미1동,129.1094255,35.17196626
2081,11,망미1동,129.1094255,35.17196626
2082,12,망미1동,129.0966734,35.17389417
2083,13,망미1동,129.0966734,35.17389417
2084,14,망미1동,129.0966344,35.17099206
2085,15,망미1동,129.0966344,35.17099206
2086,0,망미2동,129.10922209999998,35.1723467
2087,1,망미2동,129.1075801,35.17754469
2088,2,망미2동,129.1075801,35.17754469
2089,3,망미2동,129.1169959,35.18209133
2090,4,망미2동,129.1169959,35.18209133
2091,5,망미2동,129.1076957,35.17555157
2092,6,망미2동,129.1076957,35.17555157
2093,7,망미2동,129.1086648,35.17334333
2094,8,망미2동,129.1080872,35.17446633
2095,9,망미2동,129.10778829999998,35.17509102
2096,10,망미2동,129.10778829999998,35.17509102
2097,0,광안1동,129.109566,35.16615103
2098,1,광안1동,129.1187015,35.16474198
2099,2,광안1동,129.1192619,35.16318642
2100,3,광안1동,129.1192619,35.16318642
2101,4,광안1동,129.1062086,35.16139537
2102,5,광안1동,129.1062086,35.16139537
2103,6,광안1동,129.1123973,35.15884187
2104,7,광안1동,129.1088622,35.15958637
2105,8,광안1동,129.1088622,35.15958637
2106,0,광안2동,129.1137911,35.15963129
2107,1,광안2동,129.1204408,35.15870465
2108,2,광안2동,129.11910790000002,35.15434524
2109,3,광안2동,129.11910790000002,35.15434524
2110,4,광안2동,129.1145582,35.15954311
2111,5,광안2동,129.1145582,35.15954311
2112,6,광안2동,129.1117693,35.15059994
2113,7,광안2동,129.1117693,35.15059994
2114,8,광안2동,129.11417920000002,35.14864883
2115,9,광안2동,129.11223130000002,35.14986557
2116,10,광안2동,129.11223130000002,35.14986557
2117,11,광안2동,129.1142772,35.14859385
2118,12,광안2동,129.1142772,35.14859385
2119,0,광안3동,129.107278,35.1714631
2120,1,광안3동,129.111296,35.1658287
2121,2,광안3동,129.1186269,35.16490491
2122,3,광안3동,129.1088551,35.17118727
2123,4,광안3동,129.1088551,35.17118727
2124,5,광안3동,129.1162363,35.16508020000001
2125,6,광안3동,129.1184614,35.16484335
2126,7,광안3동,129.1184614,35.16484335
2127,8,광안3동,129.11784699999998,35.16486704
2128,9,광안3동,129.11784699999998,35.16486704
2129,0,광안4동,129.1111289,35.1511196
2130,1,광안4동,129.1065517,35.16079733
2131,2,광안4동,129.1075382,35.15016996
2132,3,광안4동,129.1075382,35.15016996
2133,4,광안4동,129.1124452,35.16074335
2134,5,광안4동,129.1132586,35.15922155
2135,6,광안4동,129.1122802,35.15507514
2136,7,광안4동,129.1131983,35.16042996
2137,8,광안4동,129.1127432,35.15683761
2138,9,광안4동,129.1124535,35.15571354
2139,10,광안4동,129.1124535,35.15571354
2140,11,광안4동,129.1130237,35.16050368
2141,12,광안4동,129.1130237,35.16050368
2142,13,광안4동,129.1127784,35.15699954
2143,14,광안4동,129.1127784,35.15699954
2144,0,민락동,129.1184691,35.15498211
2145,1,민락동,129.134102,35.15526945
2146,2,민락동,129.1192435,35.15463243
2147,3,민락동,129.1192435,35.15463243
2148,4,민락동,129.121231,35.16749486
2149,5,민락동,129.13449690000002,35.15683416
2150,6,민락동,129.13449690000002,35.15683416
2151,7,민락동,129.1309186,35.15444289
2152,8,민락동,129.1189708,35.16757885
2153,9,민락동,129.1324605,35.1548251
2154,10,민락동,129.1324605,35.1548251
2155,11,민락동,129.11835530000002,35.16752144
2156,12,민락동,129.11835530000002,35.16752144
2157,0,삼락동,128.9771384,35.16969833
2158,1,삼락동,128.9771384,35.16969833
2159,2,삼락동,128.98767890000002,35.19527558
2160,3,삼락동,128.98767890000002,35.19527558
2161,4,삼락동,128.9808373,35.17056984
2162,5,삼락동,128.9808373,35.17056984
2163,6,삼락동,128.97740149999998,35.18525433
2164,7,삼락동,128.97740149999998,35.18525433
2165,8,삼락동,128.9804215,35.18988112
2166,9,삼락동,128.9764129,35.18062912
2167,10,삼락동,128.9764129,35.18062912
2168,11,삼락동,128.9764784,35.18152098
2169,12,삼락동,128.9764784,35.18152098
2170,13,삼락동,128.9878593,35.19657212
2171,14,삼락동,128.9878593,35.19657212
2172,15,삼락동,128.9856755,35.19487726
2173,16,삼락동,128.9856755,35.19487726
2174,17,삼락동,128.98253300000002,35.19197327
2175,18,삼락동,128.98253300000002,35.19197327
2176,0,모라1동,128.98771440000002,35.18097016
2177,1,모라1동,128.9938318,35.18475105
2178,2,모라1동,128.9835117,35.18936029
2179,3,모라1동,128.9945577,35.19476859
2180,4,모라1동,128.9945577,35.19476859
2181,5,모라1동,128.9941666,35.19511433
2182,6,모라1동,128.9941666,35.19511433
2183,7,모라1동,128.9826433,35.18198491
2184,8,모라1동,128.9940933,35.18548804
2185,9,모라1동,128.9940933,35.18548804
2186,10,모라1동,128.9824069,35.18424032
2187,11,모라1동,128.9824069,35.18424032
2188,12,모라1동,128.9882458,35.19493744
2189,13,모라1동,128.9882458,35.19493744
2190,14,모라1동,128.9847328,35.1913695
2191,15,모라1동,128.9875059,35.18098087
2192,16,모라1동,128.9875059,35.18098087
2193,17,모라1동,128.98614479999998,35.19281826
2194,18,모라1동,128.98614479999998,35.19281826
2195,0,모라3동,128.9983791,35.18130638
2196,1,모라3동,128.9937747,35.18276845
2197,2,모라3동,128.9947262,35.18516736
2198,3,모라3동,128.9947262,35.18516736
2199,4,모라3동,128.9933428,35.18336691
2200,5,모라3동,128.9933428,35.18336691
2201,0,덕포1동,128.9894595,35.16733581
2202,1,덕포1동,128.9902062,35.17098037
2203,2,덕포1동,128.9845994,35.16756471
2204,3,덕포1동,128.9807465,35.16940777
2205,4,덕포1동,128.9807465,35.16940777
2206,5,덕포1동,128.981323,35.17170167
2207,6,덕포1동,128.981323,35.17170167
2208,7,덕포1동,128.98563149999998,35.17213541
2209,8,덕포1동,128.98189309999998,35.167992299999995
2210,9,덕포1동,128.9847212,35.17220591
2211,10,덕포1동,128.9808237,35.16852378
2212,11,덕포1동,128.9808237,35.16852378
2213,12,덕포1동,128.9848528,35.17219583
2214,13,덕포1동,128.9848528,35.17219583
2215,0,덕포2동,128.9908364,35.18129620000001
2216,1,덕포2동,128.9817303,35.18183908
2217,2,덕포2동,128.9817303,35.18183908
2218,3,덕포2동,128.9898283,35.18145768
2219,4,덕포2동,128.9898283,35.18145768
2220,5,덕포2동,128.9816739,35.17258219
2221,6,덕포2동,128.9816739,35.17258219
2222,7,덕포2동,128.9904496,35.17204203
2223,8,덕포2동,128.9883722,35.17182463
2224,9,덕포2동,128.9883722,35.17182463
2225,0,괘법동,128.9771131,35.1694191
2226,1,괘법동,128.9771131,35.1694191
2227,2,괘법동,128.9772659,35.15925009
2228,3,괘법동,128.98862179999998,35.15979795
2229,4,괘법동,128.9765123,35.15956264
2230,5,괘법동,128.9765123,35.15956264
2231,6,괘법동,128.9857844,35.15751349
2232,7,괘법동,128.9884662,35.15963697
2233,8,괘법동,128.9884662,35.15963697
2234,0,감전동,128.9759459,35.15900834
2235,1,감전동,128.9697087,35.13194423
2236,2,감전동,128.9932051,35.15849851
2237,3,감전동,128.9910937,35.15002462
2238,4,감전동,128.9941983,35.15713826
2239,5,감전동,128.96800530000002,35.14098992
2240,6,감전동,128.96800530000002,35.14098992
2241,7,감전동,128.9739774,35.15593238
2242,8,감전동,128.9739774,35.15593238
2243,9,감전동,128.9919421,35.15120752
2244,10,감전동,128.9919421,35.15120752
2245,11,감전동,128.99343290000002,35.158280299999994
2246,12,감전동,128.99343290000002,35.158280299999994
2247,0,주례1동,129.00514479999998,35.15743554
2248,1,주례1동,128.99501270000002,35.15551807
2249,2,주례1동,128.99501270000002,35.15551807
2250,3,주례1동,128.99248980000002,35.1502115
2251,4,주례1동,128.99248980000002,35.1502115
2252,5,주례1동,128.9928013,35.1532737
2253,6,주례1동,128.99348840000002,35.15471932
2254,7,주례1동,128.99348840000002,35.15471932
2255,8,주례1동,128.9949472,35.15013726
2256,9,주례1동,128.9931072,35.15405541
2257,10,주례1동,128.9931072,35.15405541
2258,11,주례1동,129.0057572,35.15100349
2259,12,주례1동,129.0057572,35.15100349
2260,13,주례1동,129.0041089,35.15083688
2261,14,주례1동,129.0041089,35.15083688
2262,15,주례1동,128.9937062,35.15006632
2263,16,주례1동,128.9937062,35.15006632
2264,0,주례2동,129.0070471,35.14613424
2265,1,주례2동,129.014431,35.1557176
2266,2,주례2동,129.0162087,35.14774337
2267,3,주례2동,129.0162087,35.14774337
2268,4,주례2동,129.00598,35.15216445
2269,5,주례2동,129.00608229999997,35.15155966
2270,6,주례2동,129.00608229999997,35.15155966
2271,7,주례2동,129.0163918,35.15364598
2272,8,주례2동,129.0163918,35.15364598
2273,9,주례2동,129.0154901,35.15526705
2274,10,주례2동,129.0154901,35.15526705
2275,0,주례3동,129.00518359999998,35.14452719
2276,1,주례3동,128.998003,35.14962537
2277,2,주례3동,129.00694950000002,35.14979473
2278,3,주례3동,129.00694950000002,35.14979473
2279,4,주례3동,129.0057286,35.15046289
2280,5,주례3동,129.0057286,35.15046289
2281,6,주례3동,128.9939362,35.14551236
2282,7,주례3동,128.9991038,35.14989573
2283,8,주례3동,128.9991038,35.14989573
2284,9,주례3동,129.00132309999998,35.14472141
2285,10,주례3동,129.00132309999998,35.14472141
2286,0,학장동,128.9962449,35.14945055
2287,1,학장동,128.9969576,35.13230004
2288,2,학장동,128.97676869999998,35.15070882
2289,3,학장동,128.97676869999998,35.15070882
2290,4,학장동,128.9963163,35.14900827
2291,5,학장동,128.9963163,35.14900827
2292,6,학장동,128.9981406,35.13302945
2293,7,학장동,128.9981406,35.13302945
2294,0,엄궁동,128.9666712,35.13488905
2295,1,엄궁동,128.97772120000002,35.13491759
2296,2,엄궁동,128.9654077,35.13288899
2297,3,엄궁동,128.9654077,35.13288899
2298,4,엄궁동,128.96177649999998,35.11988353
2299,5,엄궁동,128.96177649999998,35.11988353
2300,6,엄궁동,128.9768421,35.13572693
2301,7,엄궁동,128.97890790000002,35.12680439
2302,8,엄궁동,128.97890790000002,35.12680439
2303,9,엄궁동,128.9759769,35.12391649
2304,10,엄궁동,128.9759769,35.12391649
2305,11,엄궁동,128.9775056,35.13523482
2306,12,엄궁동,128.9775056,35.13523482
2307,0,기장읍,129.1998358,35.20026388
2308,1,기장읍,129.2006168,35.25851149
2309,2,기장읍,129.2006168,35.25851149
2310,3,기장읍,129.2193036,35.25738721
2311,4,기장읍,129.2090938,35.18252293
2312,5,기장읍,129.2090938,35.18252293
2313,6,기장읍,129.24806189999998,35.24018451
2314,7,기장읍,129.24806189999998,35.24018451
2315,8,기장읍,129.2216677,35.18932829
2316,9,기장읍,129.2216677,35.18932829
2317,10,기장읍,129.2388626,35.24718345
2318,11,기장읍,129.24416499999998,35.24400133
2319,12,기장읍,129.2468493,35.24207184
2320,13,기장읍,129.2468493,35.24207184
2321,0,장안읍,129.2436047,35.30799432
2322,1,장안읍,129.23018059999998,35.37198311
2323,2,장안읍,129.2712976,35.37435165
2324,3,장안읍,129.2414507,35.30951269
2325,4,장안읍,129.2414507,35.30951269
2326,5,장안읍,129.289575,35.3348055
2327,6,장안읍,129.289575,35.3348055
2328,7,장안읍,129.2554704,35.38485551
2329,8,장안읍,129.2554704,35.38485551
2330,9,장안읍,129.246544,35.38197352
2331,10,장안읍,129.246544,35.38197352
2332,0,일광면,129.22187879999998,35.25471123
2333,1,일광면,129.2590331,35.28252473
2334,2,일광면,129.2442334,35.25710639
2335,3,일광면,129.20567179999998,35.28446548
2336,4,일광면,129.20567179999998,35.28446548
2337,5,일광면,129.2372324,35.31339568
2338,6,일광면,129.2610364,35.29687141
2339,7,일광면,129.24681270000002,35.25762065
2340,8,일광면,129.24681270000002,35.25762065
2341,9,일광면,129.2353159,35.31246886
2342,10,일광면,129.2353159,35.31246886
2343,11,일광면,129.26078700000002,35.29426009
2344,12,일광면,129.26078700000002,35.29426009
2345,0,철마면,129.1578845,35.23643879999999
2346,1,철마면,129.1125721,35.31324589
2347,2,철마면,129.1125721,35.31324589
2348,3,철마면,129.1684001,35.30009129
2349,4,철마면,129.1819865,35.27566760000001
2350,5,철마면,129.1819865,35.27566760000001
2351,6,철마면,129.1793794,35.23456372
2352,7,철마면,129.1590118,35.23613957
2353,8,철마면,129.1590118,35.23613957
2354,9,철마면,129.1780874,35.23334143
2355,10,철마면,129.1780874,35.23334143
