,구군,읍면동,예측 유동인구,총 인구,예측 구매력,구의 동별 평균 인구,구의 동별 평균 구매력,영업이익/매출액(%),경쟁업체 수,예측 유동인구 평균,경쟁업체 평균,영업이익/매출액(%) 평균
164,연제구,거제3동,21.7192,10.635,5.8986,14.393,8.8766,4.425370349337184,0.8,10.291591666666667,3.316666666666667,6.953869271992473
165,연제구,거제4동,15.0062,11.093,6.1526,14.393,8.8766,7.868104982206407,1.5,10.291591666666667,3.316666666666667,6.953869271992473
166,연제구,연산1동,9.9753,16.954,9.4032,14.393,8.8766,5.885893601012975,3.4,10.291591666666667,3.316666666666667,6.953869271992473
167,연제구,연산2동,7.3361,16.294,9.0372,14.393,8.8766,9.991355839512632,3.7,10.291591666666667,3.316666666666667,6.953869271992473
168,연제구,연산3동,13.1266,7.837,4.3466,14.393,8.8766,10.437950423695256,1.4,10.291591666666667,3.316666666666667,6.953869271992473
169,연제구,연산4동,9.7419,17.244,9.5642,14.393,8.8766,3.30013378920767,4.5,10.291591666666667,3.316666666666667,6.953869271992473
170,연제구,연산5동,7.2699,16.369,9.0788,14.393,8.8766,7.789433733249848,7.4,10.291591666666667,3.316666666666667,6.953869271992473
171,연제구,연산6동,8.5302,17.655,9.792,14.393,8.8766,10.058030565167245,3.0,10.291591666666667,3.316666666666667,6.953869271992473
172,연제구,연산8동,10.1779,14.948,8.2906,14.393,8.8766,6.8584876337640415,4.2,10.291591666666667,3.316666666666667,6.953869271992473
173,연제구,연산9동,0.8566,37.056,20.5526,14.393,8.8766,6.794549230847165,4.2,10.291591666666667,3.316666666666667,6.953869271992473
174,수영구,남천1동,18.0171,14.211,11.9698,14.393,8.8766,4.495330650671932,4.5,12.864009999999999,3.5400000000000005,6.173366938545639
175,수영구,남천2동,11.7588,12.453,10.489,14.393,8.8766,9.313543599257883,1.8,12.864009999999999,3.5400000000000005,6.173366938545639
176,수영구,수영동,9.0804,15.23,12.8282,9.399,15.213,7.301972138595708,3.4,12.864009999999999,3.5400000000000005,6.173366938545639
177,수영구,망미1동,13.43,28.504,24.0086,9.399,15.213,8.728546335682392,3.4,12.864009999999999,3.5400000000000005,6.173366938545639
178,수영구,망미2동,16.3787,11.987,10.0966,9.399,15.213,5.533518391868153,1.4,12.864009999999999,3.5400000000000005,6.173366938545639
179,수영구,광안1동,9.5883,26.28,22.1354,9.399,15.213,7.0412154884063725,3.3,12.864009999999999,3.5400000000000005,6.173366938545639
180,수영구,광안2동,17.1099,18.96,15.9698,9.399,15.213,4.756869423756386,5.3,12.864009999999999,3.5400000000000005,6.173366938545639
181,수영구,광안3동,9.3353,10.394,8.7548,9.399,15.213,4.918327952734475,3.6,12.864009999999999,3.5400000000000005,6.173366938545639
182,수영구,광안4동,11.873,11.238,9.4656,9.399,15.213,2.677477305985509,3.7,12.864009999999999,3.5400000000000005,6.173366938545639
183,수영구,민락동,12.0686,26.891,22.65,9.399,15.213,6.966868098497586,5.0,12.864009999999999,3.5400000000000005,6.173366938545639
184,사상구,삼락동,26.727,6.278,3.7992,9.399,15.213,5.170204009641955,2.4,12.057258333333332,4.008333333333334,5.431459156361821
185,사상구,모라1동,3.8032,28.767,17.409,9.399,15.213,3.5168782606718665,5.1,12.057258333333332,4.008333333333334,5.431459156361821
186,사상구,모라3동,16.3941,11.524,6.974,9.399,15.213,10.571525769688725,1.5,12.057258333333332,4.008333333333334,5.431459156361821
187,사상구,덕포1동,8.6751,9.229,5.5852,9.399,15.213,4.7445820433436525,2.2,12.057258333333332,4.008333333333334,5.431459156361821
188,사상구,덕포2동,13.8609,13.492,8.165,9.399,15.213,9.169137180918646,4.2,12.057258333333332,4.008333333333334,5.431459156361821
189,사상구,괘법동,6.055,21.708,13.1372,9.399,15.213,5.978281566560542,9.3,12.057258333333332,4.008333333333334,5.431459156361821
190,사상구,감전동,13.3695,14.261,8.6304,9.399,15.213,3.9966713064375887,6.4,12.057258333333332,4.008333333333334,5.431459156361821
191,사상구,주례1동,9.1295,16.061,9.7196,9.399,15.213,5.363789022989071,1.9,12.057258333333332,4.008333333333334,5.431459156361821
