,구군,읍면동,년월,총 유동인구,총 인구,예측 유동인구,예측 구매력,구의 동별 평균 인구,구의 동별 평균 구매력,영업이익/매출액(%),편의점 수,대형마트 수,슈퍼마켓 수,경쟁업체 수,총 인구_정규화,예측 유동인구_정규화,예측 구매력_정규화,영업이익/매출액(%)_정규화,경쟁업체 수_정규화,구의 동별 평균 인구_정규화,구의 동별 평균 구매력_정규화,등급 점수,등급,경도,위도
17,서구,초장동,2019-08,20257,4869,211935,11215000.0,8325,19176000,9.55985095482068,2,0,5,7,-1.1632133700886695,1.7327272702113545,-1.0276539160936768,1.096393533328519,-0.8478746883472292,-1.4769143349586262,-1.398142345379464,3.619623869025113,좋음,129.01937147142857,35.09444526142857
18,서구,충무동,2019-08,77431,10237,117395,23579000.0,8325,19176000,6.3864768832916345,12,0,19,31,-0.6051361800631728,-0.08413114861956213,-0.739355519348798,-0.07162233067822348,-0.09167496630308981,-1.4769143349586262,-1.398142345379464,1.4379465060408663,양호,129.02237520967745,35.09717988258064
19,서구,남부민1동,2019-08,33971,4848,150866,11166000.0,8325,19176000,3.126911265764925,1,0,9,10,-1.1653966079781135,0.5591105283075546,-1.028796476870165,-1.2713625016211574,-0.7533497230917118,-1.4769143349586262,-1.398142345379464,-0.0028982933208601125,고려,129.02366595,35.09092025299999
20,서구,남부민2동,2019-08,52598,10015,169271,23068000.0,8325,19176000,2.2596842297838515,1,0,5,6,-0.6282161234658666,0.9128156182015996,-0.7512707960178883,-1.5905605894889931,-0.8793830100990684,-1.4769143349586262,-1.398142345379464,1.487896163626466,양호,129.02327593333334,35.08468789166667
21,서구,암남동,2019-08,132455,14267,82036,32861000.0,8325,19176000,2.9014775757177915,12,0,29,41,-0.18616243270796562,-0.7636561838580049,-0.5229218636883348,-1.3543373165410255,0.2234082512153016,-1.4769143349586262,-1.398142345379464,0.2807997740889301,양호,129.01630656097564,35.074224266097566
22,동구,초량1동,2019-08,55627,4922,91393,12619000.0,6974,17881000,3.3817671112182115,6,0,13,19,-1.157703293510549,-0.5838344763796794,-0.9949160522122623,-1.17755834748913,-0.4697748273251595,-1.7349690229563566,-1.4482816932622926,0.19612046911586523,양호,129.0384274263158,35.11430762052631
23,동구,초량2동,2019-08,64112,5899,114303,15124000.0,6974,17881000,8.368026644462947,7,2,21,30,-1.0561307497968921,-0.14355283500654326,-0.9365055472101658,0.6577217378739171,-0.12318328805492895,-1.7349690229563566,-1.4482816932622926,2.459014250123381,좋음,129.0387172633333,35.11746233200002
24,동구,초량3동,2019-08,119202,8488,88662,21762000.0,6974,17881000,6.7490172361657095,11,0,16,27,-0.7869687071411523,-0.6363185079200564,-0.7817235383463267,0.06181699098847407,-0.21770825331044638,-1.7349690229563566,-1.4482816932622926,2.147150291718545,좋음,129.04298515555556,35.12032466592593
25,동구,초량6동,2019-08,34812,6645,113036,17037000.0,6974,17881000,16.377826236657867,3,0,11,14,-0.9785738228671192,-0.16790188955127322,-0.891899041793395,3.605868656680294,-0.6273164360843552,-1.7349690229563566,-1.4482816932622926,5.98817020886564,좋음,129.0354689642857,35.12322968428571
26,동구,수정1동,2019-08,25848,4360,112545,11178000.0,6974,17881000,10.258431394628682,2,0,5,7,-1.2161308979804315,-0.1773378688578734,-1.0285166660677598,1.3535182900034854,-0.8478746883472292,-1.7349690229563566,-1.4482816932622926,3.283963055504458,좋음,129.04200322857145,35.124961025714285
27,동구,수정2동,2019-08,75841,10047,83829,25759000.0,6974,17881000,4.977085415762971,6,0,13,19,-0.62488928477719,-0.729198524190522,-0.6885232235785104,-0.5903735259560081,-0.4697748273251595,-1.7349690229563566,-1.4482816932622926,2.0259564186454435,좋음,129.0448393842105,35.12925177631578
28,동구,수정4동,2019-08,21486,4393,97911,11263000.0,6974,17881000,14.717198922662563,0,0,8,8,-1.2127000955827338,-0.4585723315315738,-1.0265346728840559,2.994645711250847,-0.8163663665953901,-1.7349690229563566,-1.4482816932622926,4.6275995914496875,좋음,129.04181223749998,35.1271779825
29,동구,수정5동,2019-08,26782,5865,119401,15037000.0,6974,17881000,11.311589174184597,2,0,3,5,-1.059665515903611,-0.04558008041377814,-0.9385341755276038,1.741151442003973,-0.9108913318509075,-1.7349690229563566,-1.4482816932622926,4.2613804852464785,좋음,129.04462374,35.134159256000004
30,동구,범일1동,2019-08,45456,12453,101715,31928000.0,6974,17881000,7.9917639277103305,3,0,36,39,-0.37475260087231943,-0.38546751425599934,-0.5446771535753432,0.519231660027666,0.1603916077116233,-1.7349690229563566,-1.4482816932622926,3.6267899955674143,좋음,129.05043166666667,35.13970294846155
31,동구,범일2동,2019-08,143220,9012,132951,23106000.0,6974,17881000,5.4362722704431246,11,1,263,275,-0.7324917236140732,0.21482219983964815,-0.7503847284769383,-0.4213617678964387,7.596355541145661,-1.7349690229563566,-1.4482816932622926,-3.5942058908056627,나쁨,129.05936097127304,35.137200735818126
32,동구,범일5동,2019-08,34083,4632,74105,11876000.0,6974,17881000,1.7944578531506907,1,0,6,7,-1.1878527691266805,-0.9160731937982207,-1.012241004394521,-1.7617952993005854,-0.8478746883472292,-1.7349690229563566,-1.4482816932622926,-0.4963993004606748,고려,129.0567126,35.13210536142857
