요일,구군,년,월,읍면동,주중/주말,지역코드,평균 유동인구,주중/주말 유동인구
일,금정구,2020,06,서1동,주말,26410,"7,379명","7,379"
일,금정구,2020,06,서2동,주말,26410,"10,887명","10,887"
일,금정구,2020,06,서3동,주말,26410,"12,672명","12,672"
일,금정구,2020,06,부곡1동,주말,26410,"9,230명","9,230"
일,금정구,2020,06,부곡2동,주말,26410,"18,083명","18,083"
일,금정구,2020,06,부곡3동,주말,26410,"21,189명","21,189"
일,금정구,2020,06,부곡4동,주말,26410,"8,625명","8,625"
일,금정구,2020,06,장전1동,주말,26410,"19,637명","19,637"
일,금정구,2020,06,장전2동,주말,26410,"17,241명","17,241"
일,금정구,2020,06,장전3동,주말,26410,"18,598명","18,598"
일,금정구,2020,06,선두구동,주말,26410,"5,972명","5,972"
일,금정구,2020,06,청룡노포동,주말,26410,"13,378명","13,378"
일,금정구,2020,06,남산동,주말,26410,"31,956명","31,956"
일,금정구,2020,06,구서1동,주말,26410,"17,586명","17,586"
일,금정구,2020,06,구서2동,주말,26410,"35,750명","35,750"
일,금정구,2020,06,금성동,주말,26410,"2,493명","2,493"
일,금정구,2020,07,서1동,주말,26410,"6,769명","6,769"
일,금정구,2020,07,서2동,주말,26410,"10,739명","10,739"
일,금정구,2020,07,서3동,주말,26410,"12,360명","12,360"
일,금정구,2020,07,부곡1동,주말,26410,"8,448명","8,448"
일,금정구,2020,07,부곡2동,주말,26410,"17,160명","17,160"
일,금정구,2020,07,부곡3동,주말,26410,"21,173명","21,173"
일,금정구,2020,07,부곡4동,주말,26410,"8,787명","8,787"
일,금정구,2020,07,장전1동,주말,26410,"19,049명","19,049"
일,금정구,2020,07,장전2동,주말,26410,"15,369명","15,369"
일,금정구,2020,07,장전3동,주말,26410,"19,802명","19,802"
일,금정구,2020,07,선두구동,주말,26410,"5,077명","5,077"
일,금정구,2020,07,청룡노포동,주말,26410,"11,883명","11,883"
일,금정구,2020,07,남산동,주말,26410,"28,945명","28,945"
일,금정구,2020,07,구서1동,주말,26410,"21,006명","21,006"
일,금정구,2020,07,구서2동,주말,26410,"35,159명","35,159"
일,금정구,2020,07,금성동,주말,26410,"2,216명","2,216"
일,강서구,2020,01,대저1동,주말,26440,"8,151명","8,151"
일,강서구,2020,01,대저2동,주말,26440,"17,026명","17,026"
일,강서구,2020,01,강동동,주말,26440,"6,544명","6,544"
일,강서구,2020,01,가락동,주말,26440,"2,875명","2,875"
일,강서구,2020,01,녹산동,주말,26440,"34,343명","34,343"
일,강서구,2020,01,가덕도동,주말,26440,"5,991명","5,991"
일,강서구,2020,02,대저1동,주말,26440,"8,128명","8,128"
일,강서구,2020,02,대저2동,주말,26440,"13,959명","13,959"
일,강서구,2020,02,강동동,주말,26440,"6,305명","6,305"
일,강서구,2020,02,가락동,주말,26440,"2,772명","2,772"
일,강서구,2020,02,녹산동,주말,26440,"33,584명","33,584"
일,강서구,2020,02,가덕도동,주말,26440,"5,904명","5,904"
일,강서구,2020,03,대저1동,주말,26440,"8,585명","8,585"
일,강서구,2020,03,대저2동,주말,26440,"13,267명","13,267"
일,강서구,2020,03,강동동,주말,26440,"5,801명","5,801"
일,강서구,2020,03,가락동,주말,26440,"2,907명","2,907"
일,강서구,2020,03,녹산동,주말,26440,"32,836명","32,836"
일,강서구,2020,03,가덕도동,주말,26440,"6,667명","6,667"
일,강서구,2020,04,대저1동,주말,26440,"8,585명","8,585"
일,강서구,2020,04,대저2동,주말,26440,"12,241명","12,241"
일,강서구,2020,04,강동동,주말,26440,"6,261명","6,261"
일,강서구,2020,04,가락동,주말,26440,"3,101명","3,101"
일,강서구,2020,04,녹산동,주말,26440,"32,634명","32,634"
일,강서구,2020,04,가덕도동,주말,26440,"6,026명","6,026"
일,강서구,2020,05,대저1동,주말,26440,"8,345명","8,345"
일,강서구,2020,05,대저2동,주말,26440,"12,014명","12,014"
일,강서구,2020,05,강동동,주말,26440,"6,368명","6,368"
일,강서구,2020,05,가락동,주말,26440,"3,022명","3,022"
일,강서구,2020,05,녹산동,주말,26440,"32,624명","32,624"
일,강서구,2020,05,가덕도동,주말,26440,"6,418명","6,418"
일,강서구,2020,06,대저1동,주말,26440,"8,445명","8,445"
일,강서구,2020,06,대저2동,주말,26440,"12,118명","12,118"
일,강서구,2020,06,강동동,주말,26440,"6,061명","6,061"
일,강서구,2020,06,가락동,주말,26440,"2,996명","2,996"
일,강서구,2020,06,녹산동,주말,26440,"32,467명","32,467"
일,강서구,2020,06,가덕도동,주말,26440,"6,605명","6,605"
일,강서구,2020,07,대저1동,주말,26440,"8,594명","8,594"
일,강서구,2020,07,대저2동,주말,26440,"11,767명","11,767"
일,강서구,2020,07,강동동,주말,26440,"5,936명","5,936"
일,강서구,2020,07,가락동,주말,26440,"2,971명","2,971"
일,강서구,2020,07,녹산동,주말,26440,"32,692명","32,692"
일,강서구,2020,07,가덕도동,주말,26440,"6,165명","6,165"
일,연제구,2020,01,거제1동,주말,26470,"29,506명","29,506"
일,연제구,2020,01,거제2동,주말,26470,"18,727명","18,727"
일,연제구,2020,01,거제3동,주말,26470,"13,269명","13,269"
일,연제구,2020,01,거제4동,주말,26470,"9,159명","9,159"
일,연제구,2020,01,연산1동,주말,26470,"18,513명","18,513"
일,연제구,2020,01,연산2동,주말,26470,"17,276명","17,276"
일,연제구,2020,01,연산3동,주말,26470,"9,722명","9,722"
일,연제구,2020,01,연산4동,주말,26470,"15,155명","15,155"
일,연제구,2020,01,연산5동,주말,26470,"19,356명","19,356"
일,연제구,2020,01,연산6동,주말,26470,"14,157명","14,157"
일,연제구,2020,01,연산8동,주말,26470,"13,165명","13,165"
일,연제구,2020,01,연산9동,주말,26470,"37,629명","37,629"
일,연제구,2020,02,거제1동,주말,26470,"29,988명","29,988"
일,연제구,2020,02,거제2동,주말,26470,"19,510명","19,510"
일,연제구,2020,02,거제3동,주말,26470,"13,700명","13,700"
일,연제구,2020,02,거제4동,주말,26470,"9,334명","9,334"
일,연제구,2020,02,연산1동,주말,26470,"19,088명","19,088"
일,연제구,2020,02,연산2동,주말,26470,"17,612명","17,612"
일,연제구,2020,02,연산3동,주말,26470,"9,784명","9,784"
일,연제구,2020,02,연산4동,주말,26470,"15,001명","15,001"
일,연제구,2020,02,연산5동,주말,26470,"19,343명","19,343"
일,연제구,2020,02,연산6동,주말,26470,"13,796명","13,796"
일,연제구,2020,02,연산8동,주말,26470,"13,546명","13,546"
일,연제구,2020,02,연산9동,주말,26470,"37,544명","37,544"
일,연제구,2020,03,거제1동,주말,26470,"29,947명","29,947"
일,연제구,2020,03,거제2동,주말,26470,"18,619명","18,619"
일,연제구,2020,03,거제3동,주말,26470,"13,300명","13,300"
일,연제구,2020,03,거제4동,주말,26470,"9,312명","9,312"
일,연제구,2020,03,연산1동,주말,26470,"18,835명","18,835"
일,연제구,2020,03,연산2동,주말,26470,"17,237명","17,237"
일,연제구,2020,03,연산3동,주말,26470,"8,705명","8,705"
일,연제구,2020,03,연산4동,주말,26470,"15,186명","15,186"
일,연제구,2020,03,연산5동,주말,26470,"17,698명","17,698"
일,연제구,2020,03,연산6동,주말,26470,"12,718명","12,718"
일,연제구,2020,03,연산8동,주말,26470,"13,455명","13,455"
일,연제구,2020,03,연산9동,주말,26470,"38,247명","38,247"
일,연제구,2020,04,거제1동,주말,26470,"30,658명","30,658"
일,연제구,2020,04,거제2동,주말,26470,"18,775명","18,775"
일,연제구,2020,04,거제3동,주말,26470,"13,145명","13,145"
일,연제구,2020,04,거제4동,주말,26470,"9,179명","9,179"
일,연제구,2020,04,연산1동,주말,26470,"18,588명","18,588"
일,연제구,2020,04,연산2동,주말,26470,"17,959명","17,959"
일,연제구,2020,04,연산3동,주말,26470,"8,746명","8,746"
일,연제구,2020,04,연산4동,주말,26470,"16,121명","16,121"
일,연제구,2020,04,연산5동,주말,26470,"18,423명","18,423"
일,연제구,2020,04,연산6동,주말,26470,"12,854명","12,854"
일,연제구,2020,04,연산8동,주말,26470,"13,664명","13,664"
일,연제구,2020,04,연산9동,주말,26470,"38,672명","38,672"
일,연제구,2020,05,거제1동,주말,26470,"29,644명","29,644"
일,연제구,2020,05,거제2동,주말,26470,"19,020명","19,020"
일,연제구,2020,05,거제3동,주말,26470,"13,150명","13,150"
일,연제구,2020,05,거제4동,주말,26470,"8,904명","8,904"
일,연제구,2020,05,연산1동,주말,26470,"17,346명","17,346"
일,연제구,2020,05,연산2동,주말,26470,"16,644명","16,644"
일,연제구,2020,05,연산3동,주말,26470,"8,956명","8,956"
일,연제구,2020,05,연산4동,주말,26470,"17,785명","17,785"
일,연제구,2020,05,연산5동,주말,26470,"18,775명","18,775"
일,연제구,2020,05,연산6동,주말,26470,"12,463명","12,463"
일,연제구,2020,05,연산8동,주말,26470,"12,802명","12,802"
일,연제구,2020,05,연산9동,주말,26470,"38,459명","38,459"
일,연제구,2020,06,거제1동,주말,26470,"30,002명","30,002"
일,연제구,2020,06,거제2동,주말,26470,"19,114명","19,114"
일,연제구,2020,06,거제3동,주말,26470,"13,172명","13,172"
일,연제구,2020,06,거제4동,주말,26470,"8,499명","8,499"
일,연제구,2020,06,연산1동,주말,26470,"16,441명","16,441"
일,연제구,2020,06,연산2동,주말,26470,"16,593명","16,593"
일,연제구,2020,06,연산3동,주말,26470,"9,038명","9,038"
일,연제구,2020,06,연산4동,주말,26470,"17,334명","17,334"
일,연제구,2020,06,연산5동,주말,26470,"18,842명","18,842"
일,연제구,2020,06,연산6동,주말,26470,"12,316명","12,316"
일,연제구,2020,06,연산8동,주말,26470,"12,727명","12,727"
일,연제구,2020,06,연산9동,주말,26470,"38,229명","38,229"
일,연제구,2020,07,거제1동,주말,26470,"29,682명","29,682"
일,연제구,2020,07,거제2동,주말,26470,"19,095명","19,095"
일,연제구,2020,07,거제3동,주말,26470,"12,311명","12,311"
일,연제구,2020,07,거제4동,주말,26470,"8,112명","8,112"
일,연제구,2020,07,연산1동,주말,26470,"15,843명","15,843"
일,연제구,2020,07,연산2동,주말,26470,"15,737명","15,737"
일,연제구,2020,07,연산3동,주말,26470,"8,771명","8,771"
일,연제구,2020,07,연산4동,주말,26470,"18,086명","18,086"
일,연제구,2020,07,연산5동,주말,26470,"19,935명","19,935"
일,연제구,2020,07,연산6동,주말,26470,"11,736명","11,736"
일,연제구,2020,07,연산8동,주말,26470,"13,799명","13,799"
일,연제구,2020,07,연산9동,주말,26470,"38,256명","38,256"
일,수영구,2020,01,남천1동,주말,26500,"22,623명","22,623"
일,수영구,2020,01,남천2동,주말,26500,"13,159명","13,159"
일,수영구,2020,01,수영동,주말,26500,"15,535명","15,535"
일,수영구,2020,01,망미1동,주말,26500,"27,831명","27,831"
일,수영구,2020,01,망미2동,주말,26500,"11,713명","11,713"
일,수영구,2020,01,광안1동,주말,26500,"26,063명","26,063"
일,수영구,2020,01,광안2동,주말,26500,"17,082명","17,082"
일,수영구,2020,01,광안3동,주말,26500,"14,064명","14,064"
일,수영구,2020,01,광안4동,주말,26500,"10,237명","10,237"
일,수영구,2020,01,민락동,주말,26500,"24,557명","24,557"
일,수영구,2020,02,남천1동,주말,26500,"23,751명","23,751"
일,수영구,2020,02,남천2동,주말,26500,"14,071명","14,071"
일,수영구,2020,02,수영동,주말,26500,"15,673명","15,673"
일,수영구,2020,02,망미1동,주말,26500,"28,112명","28,112"
일,수영구,2020,02,망미2동,주말,26500,"11,612명","11,612"
일,수영구,2020,02,광안1동,주말,26500,"25,789명","25,789"
일,수영구,2020,02,광안2동,주말,26500,"16,986명","16,986"
일,수영구,2020,02,광안3동,주말,26500,"14,054명","14,054"
일,수영구,2020,02,광안4동,주말,26500,"10,582명","10,582"
일,수영구,2020,02,민락동,주말,26500,"23,926명","23,926"
일,수영구,2020,03,남천1동,주말,26500,"23,111명","23,111"
일,수영구,2020,03,남천2동,주말,26500,"14,330명","14,330"
일,수영구,2020,03,수영동,주말,26500,"15,327명","15,327"
일,수영구,2020,03,망미1동,주말,26500,"27,690명","27,690"
일,수영구,2020,03,망미2동,주말,26500,"11,743명","11,743"
일,수영구,2020,03,광안1동,주말,26500,"26,802명","26,802"
일,수영구,2020,03,광안2동,주말,26500,"15,607명","15,607"
일,수영구,2020,03,광안3동,주말,26500,"13,699명","13,699"
일,수영구,2020,03,광안4동,주말,26500,"10,535명","10,535"
일,수영구,2020,03,민락동,주말,26500,"23,852명","23,852"
일,수영구,2020,04,남천1동,주말,26500,"23,858명","23,858"
일,수영구,2020,04,남천2동,주말,26500,"13,978명","13,978"
일,수영구,2020,04,수영동,주말,26500,"15,909명","15,909"
일,수영구,2020,04,망미1동,주말,26500,"29,409명","29,409"
일,수영구,2020,04,망미2동,주말,26500,"12,036명","12,036"
일,수영구,2020,04,광안1동,주말,26500,"26,035명","26,035"
일,수영구,2020,04,광안2동,주말,26500,"15,556명","15,556"
일,수영구,2020,04,광안3동,주말,26500,"13,855명","13,855"
일,수영구,2020,04,광안4동,주말,26500,"9,931명","9,931"
일,수영구,2020,04,민락동,주말,26500,"24,411명","24,411"
일,수영구,2020,05,남천1동,주말,26500,"23,324명","23,324"
일,수영구,2020,05,남천2동,주말,26500,"13,793명","13,793"
일,수영구,2020,05,수영동,주말,26500,"15,448명","15,448"
일,수영구,2020,05,망미1동,주말,26500,"26,872명","26,872"
일,수영구,2020,05,망미2동,주말,26500,"11,848명","11,848"
일,수영구,2020,05,광안1동,주말,26500,"25,489명","25,489"
일,수영구,2020,05,광안2동,주말,26500,"17,091명","17,091"
일,수영구,2020,05,광안3동,주말,26500,"13,692명","13,692"
일,수영구,2020,05,광안4동,주말,26500,"10,523명","10,523"
일,수영구,2020,05,민락동,주말,26500,"26,482명","26,482"
일,수영구,2020,06,남천1동,주말,26500,"23,676명","23,676"
일,수영구,2020,06,남천2동,주말,26500,"13,469명","13,469"
일,수영구,2020,06,수영동,주말,26500,"15,028명","15,028"
일,수영구,2020,06,망미1동,주말,26500,"25,902명","25,902"
일,수영구,2020,06,망미2동,주말,26500,"10,826명","10,826"
일,수영구,2020,06,광안1동,주말,26500,"25,823명","25,823"
일,수영구,2020,06,광안2동,주말,26500,"17,306명","17,306"
일,수영구,2020,06,광안3동,주말,26500,"13,257명","13,257"
일,수영구,2020,06,광안4동,주말,26500,"10,453명","10,453"
일,수영구,2020,06,민락동,주말,26500,"28,088명","28,088"
일,수영구,2020,07,남천1동,주말,26500,"25,177명","25,177"
일,수영구,2020,07,남천2동,주말,26500,"12,952명","12,952"
일,수영구,2020,07,수영동,주말,26500,"15,697명","15,697"
일,수영구,2020,07,망미1동,주말,26500,"25,062명","25,062"
일,수영구,2020,07,망미2동,주말,26500,"11,599명","11,599"
일,수영구,2020,07,광안1동,주말,26500,"24,672명","24,672"
일,수영구,2020,07,광안2동,주말,26500,"18,989명","18,989"
일,수영구,2020,07,광안3동,주말,26500,"14,256명","14,256"
일,수영구,2020,07,광안4동,주말,26500,"10,647명","10,647"
일,수영구,2020,07,민락동,주말,26500,"26,711명","26,711"
일,사상구,2020,01,삼락동,주말,26530,"6,736명","6,736"
일,사상구,2020,01,모라1동,주말,26530,"32,386명","32,386"
일,사상구,2020,01,모라3동,주말,26530,"10,771명","10,771"
일,사상구,2020,01,덕포1동,주말,26530,"13,959명","13,959"
일,사상구,2020,01,덕포2동,주말,26530,"14,849명","14,849"
일,사상구,2020,01,괘법동,주말,26530,"30,204명","30,204"
일,사상구,2020,01,감전동,주말,26530,"18,400명","18,400"
일,사상구,2020,01,주례1동,주말,26530,"16,571명","16,571"
일,사상구,2020,01,주례2동,주말,26530,"26,207명","26,207"
일,사상구,2020,01,주례3동,주말,26530,"17,957명","17,957"
일,사상구,2020,01,학장동,주말,26530,"27,144명","27,144"
일,사상구,2020,01,엄궁동,주말,26530,"28,861명","28,861"
일,사상구,2020,02,삼락동,주말,26530,"6,552명","6,552"
일,사상구,2020,02,모라1동,주말,26530,"31,059명","31,059"
일,사상구,2020,02,모라3동,주말,26530,"10,567명","10,567"
일,사상구,2020,02,덕포1동,주말,26530,"14,793명","14,793"
일,사상구,2020,02,덕포2동,주말,26530,"15,592명","15,592"
일,사상구,2020,02,괘법동,주말,26530,"30,513명","30,513"
일,사상구,2020,02,감전동,주말,26530,"18,890명","18,890"
일,사상구,2020,02,주례1동,주말,26530,"16,970명","16,970"
일,사상구,2020,02,주례2동,주말,26530,"27,898명","27,898"
일,사상구,2020,02,주례3동,주말,26530,"18,054명","18,054"
일,사상구,2020,02,학장동,주말,26530,"25,734명","25,734"
일,사상구,2020,02,엄궁동,주말,26530,"31,252명","31,252"
일,사상구,2020,03,삼락동,주말,26530,"7,055명","7,055"
일,사상구,2020,03,모라1동,주말,26530,"29,238명","29,238"
일,사상구,2020,03,모라3동,주말,26530,"9,834명","9,834"
일,사상구,2020,03,덕포1동,주말,26530,"15,041명","15,041"
일,사상구,2020,03,덕포2동,주말,26530,"16,424명","16,424"
일,사상구,2020,03,괘법동,주말,26530,"29,156명","29,156"
일,사상구,2020,03,감전동,주말,26530,"19,413명","19,413"
일,사상구,2020,03,주례1동,주말,26530,"16,420명","16,420"
일,사상구,2020,03,주례2동,주말,26530,"27,000명","27,000"
일,사상구,2020,03,주례3동,주말,26530,"17,831명","17,831"
일,사상구,2020,03,학장동,주말,26530,"27,190명","27,190"
일,사상구,2020,03,엄궁동,주말,26530,"31,556명","31,556"
일,사상구,2020,04,삼락동,주말,26530,"7,146명","7,146"
일,사상구,2020,04,모라1동,주말,26530,"32,323명","32,323"
일,사상구,2020,04,모라3동,주말,26530,"10,831명","10,831"
일,사상구,2020,04,덕포1동,주말,26530,"14,318명","14,318"
일,사상구,2020,04,덕포2동,주말,26530,"16,031명","16,031"
일,사상구,2020,04,괘법동,주말,26530,"30,025명","30,025"
일,사상구,2020,04,감전동,주말,26530,"19,282명","19,282"
일,사상구,2020,04,주례1동,주말,26530,"16,219명","16,219"
일,사상구,2020,04,주례2동,주말,26530,"28,352명","28,352"
일,사상구,2020,04,주례3동,주말,26530,"17,076명","17,076"
일,사상구,2020,04,학장동,주말,26530,"26,043명","26,043"
일,사상구,2020,04,엄궁동,주말,26530,"30,360명","30,360"
일,사상구,2020,05,삼락동,주말,26530,"7,450명","7,450"
일,사상구,2020,05,모라1동,주말,26530,"30,381명","30,381"
일,사상구,2020,05,모라3동,주말,26530,"9,716명","9,716"
일,사상구,2020,05,덕포1동,주말,26530,"14,300명","14,300"
일,사상구,2020,05,덕포2동,주말,26530,"16,181명","16,181"
일,사상구,2020,05,괘법동,주말,26530,"32,315명","32,315"
일,사상구,2020,05,감전동,주말,26530,"19,275명","19,275"
일,사상구,2020,05,주례1동,주말,26530,"15,953명","15,953"
일,사상구,2020,05,주례2동,주말,26530,"26,721명","26,721"
일,사상구,2020,05,주례3동,주말,26530,"17,512명","17,512"
일,사상구,2020,05,학장동,주말,26530,"27,124명","27,124"
일,사상구,2020,05,엄궁동,주말,26530,"30,364명","30,364"
일,사상구,2020,06,삼락동,주말,26530,"6,766명","6,766"
일,사상구,2020,06,모라1동,주말,26530,"30,323명","30,323"
일,사상구,2020,06,모라3동,주말,26530,"10,164명","10,164"
일,사상구,2020,06,덕포1동,주말,26530,"13,786명","13,786"
일,사상구,2020,06,덕포2동,주말,26530,"15,640명","15,640"
일,사상구,2020,06,괘법동,주말,26530,"32,226명","32,226"
일,사상구,2020,06,감전동,주말,26530,"19,508명","19,508"
일,사상구,2020,06,주례1동,주말,26530,"14,817명","14,817"
일,사상구,2020,06,주례2동,주말,26530,"26,604명","26,604"
일,사상구,2020,06,주례3동,주말,26530,"16,741명","16,741"
일,사상구,2020,06,학장동,주말,26530,"29,455명","29,455"
일,사상구,2020,06,엄궁동,주말,26530,"28,448명","28,448"
일,사상구,2020,07,삼락동,주말,26530,"6,587명","6,587"
일,사상구,2020,07,모라1동,주말,26530,"29,890명","29,890"
일,사상구,2020,07,모라3동,주말,26530,"11,000명","11,000"
일,사상구,2020,07,덕포1동,주말,26530,"13,107명","13,107"
일,사상구,2020,07,덕포2동,주말,26530,"13,410명","13,410"
일,사상구,2020,07,괘법동,주말,26530,"35,811명","35,811"
일,사상구,2020,07,감전동,주말,26530,"19,160명","19,160"
일,사상구,2020,07,주례1동,주말,26530,"14,581명","14,581"
일,사상구,2020,07,주례2동,주말,26530,"25,844명","25,844"
일,사상구,2020,07,주례3동,주말,26530,"17,892명","17,892"
일,사상구,2020,07,학장동,주말,26530,"29,079명","29,079"
일,사상구,2020,07,엄궁동,주말,26530,"27,147명","27,147"
일,기장군,2020,01,기장읍,주말,26710,"67,923명","67,923"
일,기장군,2020,01,장안읍,주말,26710,"13,915명","13,915"
일,기장군,2020,01,일광면,주말,26710,"14,578명","14,578"
일,기장군,2020,01,철마면,주말,26710,"9,161명","9,161"
일,기장군,2020,02,기장읍,주말,26710,"67,096명","67,096"
일,기장군,2020,02,장안읍,주말,26710,"13,286명","13,286"
일,기장군,2020,02,일광면,주말,26710,"14,194명","14,194"
일,기장군,2020,02,철마면,주말,26710,"8,228명","8,228"
일,기장군,2020,03,기장읍,주말,26710,"66,939명","66,939"
일,기장군,2020,03,장안읍,주말,26710,"14,538명","14,538"
일,기장군,2020,03,일광면,주말,26710,"14,239명","14,239"
일,기장군,2020,03,철마면,주말,26710,"8,150명","8,150"
일,기장군,2020,04,기장읍,주말,26710,"65,221명","65,221"
일,기장군,2020,04,장안읍,주말,26710,"14,596명","14,596"
일,기장군,2020,04,일광면,주말,26710,"18,996명","18,996"
일,기장군,2020,04,철마면,주말,26710,"10,264명","10,264"
일,기장군,2020,05,기장읍,주말,26710,"70,995명","70,995"
일,기장군,2020,05,장안읍,주말,26710,"15,759명","15,759"
일,기장군,2020,05,일광면,주말,26710,"18,821명","18,821"
일,기장군,2020,05,철마면,주말,26710,"12,405명","12,405"
일,기장군,2020,06,기장읍,주말,26710,"69,722명","69,722"
일,기장군,2020,06,장안읍,주말,26710,"15,846명","15,846"
일,기장군,2020,06,일광면,주말,26710,"18,661명","18,661"
일,기장군,2020,06,철마면,주말,26710,"12,008명","12,008"
일,기장군,2020,07,기장읍,주말,26710,"68,382명","68,382"
일,기장군,2020,07,장안읍,주말,26710,"14,826명","14,826"
일,기장군,2020,07,일광면,주말,26710,"17,033명","17,033"
일,기장군,2020,07,철마면,주말,26710,"10,772명","10,772"
월,중구,2020,01,중앙동,주중,26110,"16,196명","16,196"
월,중구,2020,01,동광동,주중,26110,"3,851명","3,851"
월,중구,2020,01,대청동,주중,26110,"7,911명","7,911"
월,중구,2020,01,보수동,주중,26110,"8,622명","8,622"
월,중구,2020,01,부평동,주중,26110,"8,784명","8,784"
월,중구,2020,01,광복동,주중,26110,"6,604명","6,604"
월,중구,2020,01,남포동,주중,26110,"10,483명","10,483"
월,중구,2020,01,영주1동,주중,26110,"6,001명","6,001"
월,중구,2020,01,영주2동,주중,26110,"6,253명","6,253"
월,중구,2020,02,중앙동,주중,26110,"17,564명","17,564"
월,중구,2020,02,동광동,주중,26110,"3,727명","3,727"
월,중구,2020,02,대청동,주중,26110,"7,892명","7,892"
월,중구,2020,02,보수동,주중,26110,"8,691명","8,691"
월,중구,2020,02,부평동,주중,26110,"8,491명","8,491"
월,중구,2020,02,광복동,주중,26110,"6,013명","6,013"
월,중구,2020,02,남포동,주중,26110,"9,336명","9,336"
월,중구,2020,02,영주1동,주중,26110,"5,883명","5,883"
월,중구,2020,02,영주2동,주중,26110,"6,153명","6,153"
월,중구,2020,03,중앙동,주중,26110,"16,411명","16,411"
월,중구,2020,03,동광동,주중,26110,"3,227명","3,227"
월,중구,2020,03,대청동,주중,26110,"7,392명","7,392"
월,중구,2020,03,보수동,주중,26110,"9,385명","9,385"
월,중구,2020,03,부평동,주중,26110,"8,290명","8,290"
월,중구,2020,03,광복동,주중,26110,"4,997명","4,997"
월,중구,2020,03,남포동,주중,26110,"7,611명","7,611"
월,중구,2020,03,영주1동,주중,26110,"5,594명","5,594"
월,중구,2020,03,영주2동,주중,26110,"6,372명","6,372"
월,중구,2020,04,중앙동,주중,26110,"16,964명","16,964"
월,중구,2020,04,동광동,주중,26110,"3,409명","3,409"
월,중구,2020,04,대청동,주중,26110,"7,261명","7,261"
월,중구,2020,04,보수동,주중,26110,"9,300명","9,300"
월,중구,2020,04,부평동,주중,26110,"9,048명","9,048"
월,중구,2020,04,광복동,주중,26110,"5,040명","5,040"
월,중구,2020,04,남포동,주중,26110,"8,565명","8,565"
월,중구,2020,04,영주1동,주중,26110,"5,706명","5,706"
월,중구,2020,04,영주2동,주중,26110,"6,059명","6,059"
월,중구,2020,05,중앙동,주중,26110,"16,541명","16,541"
월,중구,2020,05,동광동,주중,26110,"3,368명","3,368"
월,중구,2020,05,대청동,주중,26110,"7,002명","7,002"
월,중구,2020,05,보수동,주중,26110,"9,867명","9,867"
월,중구,2020,05,부평동,주중,26110,"9,398명","9,398"
월,중구,2020,05,광복동,주중,26110,"5,455명","5,455"
월,중구,2020,05,남포동,주중,26110,"9,320명","9,320"
월,중구,2020,05,영주1동,주중,26110,"5,648명","5,648"
월,중구,2020,05,영주2동,주중,26110,"5,987명","5,987"
월,중구,2020,06,중앙동,주중,26110,"17,069명","17,069"
월,중구,2020,06,동광동,주중,26110,"3,405명","3,405"
월,중구,2020,06,대청동,주중,26110,"7,057명","7,057"
월,중구,2020,06,보수동,주중,26110,"9,587명","9,587"
월,중구,2020,06,부평동,주중,26110,"9,242명","9,242"
월,중구,2020,06,광복동,주중,26110,"5,570명","5,570"
월,중구,2020,06,남포동,주중,26110,"9,220명","9,220"
월,중구,2020,06,영주1동,주중,26110,"5,575명","5,575"
월,중구,2020,06,영주2동,주중,26110,"5,823명","5,823"
월,중구,2020,07,중앙동,주중,26110,"18,017명","18,017"
월,중구,2020,07,동광동,주중,26110,"3,388명","3,388"
월,중구,2020,07,대청동,주중,26110,"6,407명","6,407"
월,중구,2020,07,보수동,주중,26110,"8,861명","8,861"
월,중구,2020,07,부평동,주중,26110,"10,506명","10,506"
월,중구,2020,07,광복동,주중,26110,"6,291명","6,291"
월,중구,2020,07,남포동,주중,26110,"10,415명","10,415"
월,중구,2020,07,영주1동,주중,26110,"5,226명","5,226"
월,중구,2020,07,영주2동,주중,26110,"5,867명","5,867"
월,서구,2020,01,동대신제1동,주중,26140,"6,703명","6,703"
월,서구,2020,01,동대신제2동,주중,26140,"6,405명","6,405"
월,서구,2020,01,동대신제3동,주중,26140,"9,216명","9,216"
월,서구,2020,01,서대신제1동,주중,26140,"13,148명","13,148"
월,서구,2020,01,서대신제3동,주중,26140,"8,013명","8,013"
월,서구,2020,01,서대신제4동,주중,26140,"6,779명","6,779"
월,서구,2020,01,부민동,주중,26140,"6,656명","6,656"
월,서구,2020,01,아미동,주중,26140,"10,149명","10,149"
월,서구,2020,01,초장동,주중,26140,"2,746명","2,746"
월,서구,2020,01,충무동,주중,26140,"13,561명","13,561"
월,서구,2020,01,남부민제1동,주중,26140,"6,070명","6,070"
월,서구,2020,01,남부민제2동,주중,26140,"8,364명","8,364"
월,서구,2020,01,암남동,주중,26140,"21,090명","21,090"
월,서구,2020,02,동대신제1동,주중,26140,"6,662명","6,662"
월,서구,2020,02,동대신제2동,주중,26140,"6,312명","6,312"
월,서구,2020,02,동대신제3동,주중,26140,"9,483명","9,483"
월,서구,2020,02,서대신제1동,주중,26140,"13,355명","13,355"
월,서구,2020,02,서대신제3동,주중,26140,"8,228명","8,228"
월,서구,2020,02,서대신제4동,주중,26140,"6,930명","6,930"
월,서구,2020,02,부민동,주중,26140,"7,015명","7,015"
월,서구,2020,02,아미동,주중,26140,"10,379명","10,379"
월,서구,2020,02,초장동,주중,26140,"3,022명","3,022"
월,서구,2020,02,충무동,주중,26140,"13,594명","13,594"
