요일,구군,년,월,읍면동,주중/주말,지역코드,평균 유동인구,주중/주말 유동인구
수,남구,2020,02,문현2동,주중,26290,"12,889명","12,889"
수,남구,2020,02,문현3동,주중,26290,"12,438명","12,438"
수,남구,2020,02,문현4동,주중,26290,"10,931명","10,931"
수,남구,2020,03,대연1동,주중,26290,"16,604명","16,604"
수,남구,2020,03,대연3동,주중,26290,"44,562명","44,562"
수,남구,2020,03,대연4동,주중,26290,"10,182명","10,182"
수,남구,2020,03,대연5동,주중,26290,"13,960명","13,960"
수,남구,2020,03,대연6동,주중,26290,"9,809명","9,809"
수,남구,2020,03,용호1동,주중,26290,"45,216명","45,216"
수,남구,2020,03,용호2동,주중,26290,"18,106명","18,106"
수,남구,2020,03,용호3동,주중,26290,"10,795명","10,795"
수,남구,2020,03,용호4동,주중,26290,"10,067명","10,067"
수,남구,2020,03,용당동,주중,26290,"12,485명","12,485"
수,남구,2020,03,감만1동,주중,26290,"16,438명","16,438"
수,남구,2020,03,감만2동,주중,26290,"7,587명","7,587"
수,남구,2020,03,우암동,주중,26290,"15,916명","15,916"
수,남구,2020,03,문현1동,주중,26290,"10,752명","10,752"
수,남구,2020,03,문현2동,주중,26290,"11,828명","11,828"
수,남구,2020,03,문현3동,주중,26290,"12,638명","12,638"
수,남구,2020,03,문현4동,주중,26290,"11,518명","11,518"
수,남구,2020,04,대연1동,주중,26290,"16,618명","16,618"
수,남구,2020,04,대연3동,주중,26290,"45,933명","45,933"
수,남구,2020,04,대연4동,주중,26290,"10,180명","10,180"
수,남구,2020,04,대연5동,주중,26290,"14,498명","14,498"
수,남구,2020,04,대연6동,주중,26290,"9,520명","9,520"
수,남구,2020,04,용호1동,주중,26290,"45,052명","45,052"
수,남구,2020,04,용호2동,주중,26290,"18,156명","18,156"
수,남구,2020,04,용호3동,주중,26290,"11,207명","11,207"
수,남구,2020,04,용호4동,주중,26290,"10,510명","10,510"
수,남구,2020,04,용당동,주중,26290,"12,483명","12,483"
수,남구,2020,04,감만1동,주중,26290,"16,384명","16,384"
수,남구,2020,04,감만2동,주중,26290,"7,647명","7,647"
수,남구,2020,04,우암동,주중,26290,"16,142명","16,142"
수,남구,2020,04,문현1동,주중,26290,"10,926명","10,926"
수,남구,2020,04,문현2동,주중,26290,"11,789명","11,789"
수,남구,2020,04,문현3동,주중,26290,"13,013명","13,013"
수,남구,2020,04,문현4동,주중,26290,"11,405명","11,405"
수,남구,2020,05,대연1동,주중,26290,"17,055명","17,055"
수,남구,2020,05,대연3동,주중,26290,"45,095명","45,095"
수,남구,2020,05,대연4동,주중,26290,"10,164명","10,164"
수,남구,2020,05,대연5동,주중,26290,"14,756명","14,756"
수,남구,2020,05,대연6동,주중,26290,"9,721명","9,721"
수,남구,2020,05,용호1동,주중,26290,"43,358명","43,358"
수,남구,2020,05,용호2동,주중,26290,"17,605명","17,605"
수,남구,2020,05,용호3동,주중,26290,"10,343명","10,343"
수,남구,2020,05,용호4동,주중,26290,"10,058명","10,058"
수,남구,2020,05,용당동,주중,26290,"12,951명","12,951"
수,남구,2020,05,감만1동,주중,26290,"15,830명","15,830"
수,남구,2020,05,감만2동,주중,26290,"7,500명","7,500"
수,남구,2020,05,우암동,주중,26290,"15,671명","15,671"
수,남구,2020,05,문현1동,주중,26290,"10,727명","10,727"
수,남구,2020,05,문현2동,주중,26290,"12,397명","12,397"
수,남구,2020,05,문현3동,주중,26290,"13,047명","13,047"
수,남구,2020,05,문현4동,주중,26290,"11,555명","11,555"
수,남구,2020,06,대연1동,주중,26290,"17,893명","17,893"
수,남구,2020,06,대연3동,주중,26290,"46,971명","46,971"
수,남구,2020,06,대연4동,주중,26290,"10,827명","10,827"
수,남구,2020,06,대연5동,주중,26290,"15,083명","15,083"
수,남구,2020,06,대연6동,주중,26290,"9,999명","9,999"
수,남구,2020,06,용호1동,주중,26290,"43,024명","43,024"
수,남구,2020,06,용호2동,주중,26290,"17,081명","17,081"
수,남구,2020,06,용호3동,주중,26290,"10,248명","10,248"
수,남구,2020,06,용호4동,주중,26290,"9,566명","9,566"
수,남구,2020,06,용당동,주중,26290,"13,570명","13,570"
수,남구,2020,06,감만1동,주중,26290,"15,326명","15,326"
수,남구,2020,06,감만2동,주중,26290,"7,261명","7,261"
수,남구,2020,06,우암동,주중,26290,"15,401명","15,401"
수,남구,2020,06,문현1동,주중,26290,"10,112명","10,112"
수,남구,2020,06,문현2동,주중,26290,"12,265명","12,265"
수,남구,2020,06,문현3동,주중,26290,"13,336명","13,336"
수,남구,2020,06,문현4동,주중,26290,"11,759명","11,759"
수,남구,2020,07,대연1동,주중,26290,"17,455명","17,455"
수,남구,2020,07,대연3동,주중,26290,"46,941명","46,941"
수,남구,2020,07,대연4동,주중,26290,"10,673명","10,673"
수,남구,2020,07,대연5동,주중,26290,"15,622명","15,622"
수,남구,2020,07,대연6동,주중,26290,"9,895명","9,895"
수,남구,2020,07,용호1동,주중,26290,"42,201명","42,201"
수,남구,2020,07,용호2동,주중,26290,"16,235명","16,235"
수,남구,2020,07,용호3동,주중,26290,"10,348명","10,348"
수,남구,2020,07,용호4동,주중,26290,"9,861명","9,861"
수,남구,2020,07,용당동,주중,26290,"12,575명","12,575"
수,남구,2020,07,감만1동,주중,26290,"15,281명","15,281"
수,남구,2020,07,감만2동,주중,26290,"6,757명","6,757"
수,남구,2020,07,우암동,주중,26290,"15,276명","15,276"
수,남구,2020,07,문현1동,주중,26290,"9,015명","9,015"
수,남구,2020,07,문현2동,주중,26290,"12,358명","12,358"
수,남구,2020,07,문현3동,주중,26290,"12,635명","12,635"
수,남구,2020,07,문현4동,주중,26290,"11,624명","11,624"
수,북구,2020,01,구포제1동,주중,26320,"16,859명","16,859"
수,북구,2020,01,구포제2동,주중,26320,"27,332명","27,332"
수,북구,2020,01,구포제3동,주중,26320,"18,675명","18,675"
수,북구,2020,01,금곡동,주중,26320,"36,097명","36,097"
수,북구,2020,01,화명제1동,주중,26320,"33,644명","33,644"
수,북구,2020,01,화명제2동,주중,26320,"13,325명","13,325"
수,북구,2020,01,화명제3동,주중,26320,"36,888명","36,888"
수,북구,2020,01,덕천제1동,주중,26320,"15,678명","15,678"
수,북구,2020,01,덕천제2동,주중,26320,"25,134명","25,134"
수,북구,2020,01,덕천제3동,주중,26320,"7,704명","7,704"
수,북구,2020,01,만덕제1동,주중,26320,"10,005명","10,005"
수,북구,2020,01,만덕제2동,주중,26320,"19,807명","19,807"
수,북구,2020,01,만덕제3동,주중,26320,"19,794명","19,794"
수,북구,2020,02,구포제1동,주중,26320,"15,853명","15,853"
수,북구,2020,02,구포제2동,주중,26320,"27,219명","27,219"
수,북구,2020,02,구포제3동,주중,26320,"19,749명","19,749"
수,북구,2020,02,금곡동,주중,26320,"36,658명","36,658"
수,북구,2020,02,화명제1동,주중,26320,"33,530명","33,530"
수,북구,2020,02,화명제2동,주중,26320,"13,351명","13,351"
수,북구,2020,02,화명제3동,주중,26320,"37,245명","37,245"
수,북구,2020,02,덕천제1동,주중,26320,"15,533명","15,533"
수,북구,2020,02,덕천제2동,주중,26320,"24,388명","24,388"
수,북구,2020,02,덕천제3동,주중,26320,"8,426명","8,426"
수,북구,2020,02,만덕제1동,주중,26320,"9,050명","9,050"
수,북구,2020,02,만덕제2동,주중,26320,"20,442명","20,442"
수,북구,2020,02,만덕제3동,주중,26320,"20,532명","20,532"
수,북구,2020,03,구포제1동,주중,26320,"15,336명","15,336"
수,북구,2020,03,구포제2동,주중,26320,"27,210명","27,210"
수,북구,2020,03,구포제3동,주중,26320,"19,957명","19,957"
수,북구,2020,03,금곡동,주중,26320,"36,584명","36,584"
수,북구,2020,03,화명제1동,주중,26320,"34,561명","34,561"
수,북구,2020,03,화명제2동,주중,26320,"13,430명","13,430"
수,북구,2020,03,화명제3동,주중,26320,"35,240명","35,240"
수,북구,2020,03,덕천제1동,주중,26320,"15,886명","15,886"
수,북구,2020,03,덕천제2동,주중,26320,"25,397명","25,397"
수,북구,2020,03,덕천제3동,주중,26320,"9,178명","9,178"
수,북구,2020,03,만덕제1동,주중,26320,"8,095명","8,095"
수,북구,2020,03,만덕제2동,주중,26320,"19,491명","19,491"
수,북구,2020,03,만덕제3동,주중,26320,"23,645명","23,645"
수,북구,2020,04,구포제1동,주중,26320,"16,023명","16,023"
수,북구,2020,04,구포제2동,주중,26320,"27,407명","27,407"
수,북구,2020,04,구포제3동,주중,26320,"20,098명","20,098"
수,북구,2020,04,금곡동,주중,26320,"37,714명","37,714"
수,북구,2020,04,화명제1동,주중,26320,"35,502명","35,502"
수,북구,2020,04,화명제2동,주중,26320,"14,070명","14,070"
수,북구,2020,04,화명제3동,주중,26320,"36,244명","36,244"
수,북구,2020,04,덕천제1동,주중,26320,"16,555명","16,555"
수,북구,2020,04,덕천제2동,주중,26320,"24,367명","24,367"
수,북구,2020,04,덕천제3동,주중,26320,"8,532명","8,532"
수,북구,2020,04,만덕제1동,주중,26320,"10,087명","10,087"
수,북구,2020,04,만덕제2동,주중,26320,"19,617명","19,617"
수,북구,2020,04,만덕제3동,주중,26320,"22,131명","22,131"
수,북구,2020,05,구포제1동,주중,26320,"16,802명","16,802"
수,북구,2020,05,구포제2동,주중,26320,"27,325명","27,325"
수,북구,2020,05,구포제3동,주중,26320,"20,397명","20,397"
수,북구,2020,05,금곡동,주중,26320,"36,402명","36,402"
수,북구,2020,05,화명제1동,주중,26320,"33,357명","33,357"
수,북구,2020,05,화명제2동,주중,26320,"13,641명","13,641"
수,북구,2020,05,화명제3동,주중,26320,"35,858명","35,858"
수,북구,2020,05,덕천제1동,주중,26320,"17,617명","17,617"
수,북구,2020,05,덕천제2동,주중,26320,"24,151명","24,151"
수,북구,2020,05,덕천제3동,주중,26320,"8,251명","8,251"
수,북구,2020,05,만덕제1동,주중,26320,"9,969명","9,969"
수,북구,2020,05,만덕제2동,주중,26320,"19,720명","19,720"
수,북구,2020,05,만덕제3동,주중,26320,"21,943명","21,943"
수,북구,2020,06,구포제1동,주중,26320,"16,597명","16,597"
수,북구,2020,06,구포제2동,주중,26320,"27,913명","27,913"
수,북구,2020,06,구포제3동,주중,26320,"20,288명","20,288"
수,북구,2020,06,금곡동,주중,26320,"36,083명","36,083"
수,북구,2020,06,화명제1동,주중,26320,"33,253명","33,253"
수,북구,2020,06,화명제2동,주중,26320,"13,411명","13,411"
수,북구,2020,06,화명제3동,주중,26320,"35,769명","35,769"
수,북구,2020,06,덕천제1동,주중,26320,"16,847명","16,847"
수,북구,2020,06,덕천제2동,주중,26320,"23,871명","23,871"
수,북구,2020,06,덕천제3동,주중,26320,"8,288명","8,288"
수,북구,2020,06,만덕제1동,주중,26320,"9,131명","9,131"
수,북구,2020,06,만덕제2동,주중,26320,"18,876명","18,876"
수,북구,2020,06,만덕제3동,주중,26320,"22,241명","22,241"
수,북구,2020,07,구포제1동,주중,26320,"16,768명","16,768"
수,북구,2020,07,구포제2동,주중,26320,"27,478명","27,478"
수,북구,2020,07,구포제3동,주중,26320,"18,152명","18,152"
수,북구,2020,07,금곡동,주중,26320,"35,431명","35,431"
수,북구,2020,07,화명제1동,주중,26320,"32,664명","32,664"
수,북구,2020,07,화명제2동,주중,26320,"12,513명","12,513"
수,북구,2020,07,화명제3동,주중,26320,"38,253명","38,253"
수,북구,2020,07,덕천제1동,주중,26320,"16,750명","16,750"
수,북구,2020,07,덕천제2동,주중,26320,"28,351명","28,351"
수,북구,2020,07,덕천제3동,주중,26320,"8,291명","8,291"
수,북구,2020,07,만덕제1동,주중,26320,"9,437명","9,437"
수,북구,2020,07,만덕제2동,주중,26320,"19,223명","19,223"
수,북구,2020,07,만덕제3동,주중,26320,"20,838명","20,838"
수,해운대구,2020,01,우제1동,주중,26350,"39,199명","39,199"
수,해운대구,2020,01,우제2동,주중,26350,"47,784명","47,784"
수,해운대구,2020,01,중제1동,주중,26350,"33,607명","33,607"
수,해운대구,2020,01,중제2동,주중,26350,"12,805명","12,805"
수,해운대구,2020,01,좌제1동,주중,26350,"24,776명","24,776"
수,해운대구,2020,01,좌제2동,주중,26350,"27,315명","27,315"
수,해운대구,2020,01,좌제3동,주중,26350,"17,907명","17,907"
수,해운대구,2020,01,좌제4동,주중,26350,"23,227명","23,227"
수,해운대구,2020,01,송정동,주중,26350,"12,161명","12,161"
수,해운대구,2020,01,반여제1동,주중,26350,"34,202명","34,202"
수,해운대구,2020,01,반여제2동,주중,26350,"11,085명","11,085"
수,해운대구,2020,01,반여제3동,주중,26350,"8,481명","8,481"
수,해운대구,2020,01,반여제4동,주중,26350,"12,915명","12,915"
수,해운대구,2020,01,반송제1동,주중,26350,"18,419명","18,419"
수,해운대구,2020,01,반송제2동,주중,26350,"25,380명","25,380"
수,해운대구,2020,01,재송제1동,주중,26350,"40,806명","40,806"
수,해운대구,2020,01,재송제2동,주중,26350,"28,430명","28,430"
수,해운대구,2020,02,우제1동,주중,26350,"39,181명","39,181"
수,해운대구,2020,02,우제2동,주중,26350,"46,262명","46,262"
수,해운대구,2020,02,중제1동,주중,26350,"30,556명","30,556"
수,해운대구,2020,02,중제2동,주중,26350,"11,680명","11,680"
수,해운대구,2020,02,좌제1동,주중,26350,"25,704명","25,704"
수,해운대구,2020,02,좌제2동,주중,26350,"26,272명","26,272"
수,해운대구,2020,02,좌제3동,주중,26350,"18,992명","18,992"
수,해운대구,2020,02,좌제4동,주중,26350,"23,751명","23,751"
수,해운대구,2020,02,송정동,주중,26350,"10,714명","10,714"
수,해운대구,2020,02,반여제1동,주중,26350,"34,299명","34,299"
수,해운대구,2020,02,반여제2동,주중,26350,"10,354명","10,354"
수,해운대구,2020,02,반여제3동,주중,26350,"8,375명","8,375"
수,해운대구,2020,02,반여제4동,주중,26350,"13,029명","13,029"
수,해운대구,2020,02,반송제1동,주중,26350,"19,538명","19,538"
수,해운대구,2020,02,반송제2동,주중,26350,"25,356명","25,356"
수,해운대구,2020,02,재송제1동,주중,26350,"42,433명","42,433"
수,해운대구,2020,02,재송제2동,주중,26350,"28,499명","28,499"
수,해운대구,2020,03,우제1동,주중,26350,"36,931명","36,931"
수,해운대구,2020,03,우제2동,주중,26350,"42,550명","42,550"
수,해운대구,2020,03,중제1동,주중,26350,"28,353명","28,353"
수,해운대구,2020,03,중제2동,주중,26350,"11,654명","11,654"
수,해운대구,2020,03,좌제1동,주중,26350,"24,954명","24,954"
수,해운대구,2020,03,좌제2동,주중,26350,"25,458명","25,458"
수,해운대구,2020,03,좌제3동,주중,26350,"18,969명","18,969"
수,해운대구,2020,03,좌제4동,주중,26350,"24,173명","24,173"
수,해운대구,2020,03,송정동,주중,26350,"11,173명","11,173"
수,해운대구,2020,03,반여제1동,주중,26350,"34,862명","34,862"
수,해운대구,2020,03,반여제2동,주중,26350,"10,575명","10,575"
수,해운대구,2020,03,반여제3동,주중,26350,"8,092명","8,092"
수,해운대구,2020,03,반여제4동,주중,26350,"12,977명","12,977"
수,해운대구,2020,03,반송제1동,주중,26350,"21,159명","21,159"
수,해운대구,2020,03,반송제2동,주중,26350,"25,709명","25,709"
수,해운대구,2020,03,재송제1동,주중,26350,"43,088명","43,088"
수,해운대구,2020,03,재송제2동,주중,26350,"29,407명","29,407"
수,해운대구,2020,04,우제1동,주중,26350,"38,706명","38,706"
수,해운대구,2020,04,우제2동,주중,26350,"41,981명","41,981"
수,해운대구,2020,04,중제1동,주중,26350,"30,658명","30,658"
수,해운대구,2020,04,중제2동,주중,26350,"11,587명","11,587"
수,해운대구,2020,04,좌제1동,주중,26350,"25,413명","25,413"
수,해운대구,2020,04,좌제2동,주중,26350,"25,253명","25,253"
수,해운대구,2020,04,좌제3동,주중,26350,"19,326명","19,326"
수,해운대구,2020,04,좌제4동,주중,26350,"24,262명","24,262"
수,해운대구,2020,04,송정동,주중,26350,"11,274명","11,274"
수,해운대구,2020,04,반여제1동,주중,26350,"35,662명","35,662"
수,해운대구,2020,04,반여제2동,주중,26350,"11,020명","11,020"
수,해운대구,2020,04,반여제3동,주중,26350,"8,363명","8,363"
수,해운대구,2020,04,반여제4동,주중,26350,"13,323명","13,323"
수,해운대구,2020,04,반송제1동,주중,26350,"19,267명","19,267"
수,해운대구,2020,04,반송제2동,주중,26350,"25,837명","25,837"
수,해운대구,2020,04,재송제1동,주중,26350,"41,575명","41,575"
수,해운대구,2020,04,재송제2동,주중,26350,"29,021명","29,021"
수,해운대구,2020,05,우제1동,주중,26350,"38,103명","38,103"
수,해운대구,2020,05,우제2동,주중,26350,"47,329명","47,329"
수,해운대구,2020,05,중제1동,주중,26350,"30,419명","30,419"
수,해운대구,2020,05,중제2동,주중,26350,"10,958명","10,958"
수,해운대구,2020,05,좌제1동,주중,26350,"25,328명","25,328"
수,해운대구,2020,05,좌제2동,주중,26350,"27,321명","27,321"
수,해운대구,2020,05,좌제3동,주중,26350,"18,085명","18,085"
수,해운대구,2020,05,좌제4동,주중,26350,"23,178명","23,178"
수,해운대구,2020,05,송정동,주중,26350,"11,185명","11,185"
수,해운대구,2020,05,반여제1동,주중,26350,"34,269명","34,269"
수,해운대구,2020,05,반여제2동,주중,26350,"9,900명","9,900"
수,해운대구,2020,05,반여제3동,주중,26350,"8,154명","8,154"
수,해운대구,2020,05,반여제4동,주중,26350,"13,075명","13,075"
수,해운대구,2020,05,반송제1동,주중,26350,"18,687명","18,687"
수,해운대구,2020,05,반송제2동,주중,26350,"24,671명","24,671"
수,해운대구,2020,05,재송제1동,주중,26350,"43,219명","43,219"
수,해운대구,2020,05,재송제2동,주중,26350,"27,243명","27,243"
수,해운대구,2020,06,우제1동,주중,26350,"38,866명","38,866"
수,해운대구,2020,06,우제2동,주중,26350,"47,601명","47,601"
수,해운대구,2020,06,중제1동,주중,26350,"31,073명","31,073"
수,해운대구,2020,06,중제2동,주중,26350,"11,124명","11,124"
수,해운대구,2020,06,좌제1동,주중,26350,"26,790명","26,790"
수,해운대구,2020,06,좌제2동,주중,26350,"26,299명","26,299"
수,해운대구,2020,06,좌제3동,주중,26350,"18,030명","18,030"
수,해운대구,2020,06,좌제4동,주중,26350,"23,633명","23,633"
수,해운대구,2020,06,송정동,주중,26350,"11,060명","11,060"
수,해운대구,2020,06,반여제1동,주중,26350,"35,872명","35,872"
수,해운대구,2020,06,반여제2동,주중,26350,"9,160명","9,160"
수,해운대구,2020,06,반여제3동,주중,26350,"7,596명","7,596"
수,해운대구,2020,06,반여제4동,주중,26350,"12,493명","12,493"
수,해운대구,2020,06,반송제1동,주중,26350,"19,240명","19,240"
수,해운대구,2020,06,반송제2동,주중,26350,"24,376명","24,376"
수,해운대구,2020,06,재송제1동,주중,26350,"42,152명","42,152"
수,해운대구,2020,06,재송제2동,주중,26350,"26,502명","26,502"
수,해운대구,2020,07,우제1동,주중,26350,"40,338명","40,338"
수,해운대구,2020,07,우제2동,주중,26350,"48,197명","48,197"
수,해운대구,2020,07,중제1동,주중,26350,"34,232명","34,232"
수,해운대구,2020,07,중제2동,주중,26350,"9,584명","9,584"
수,해운대구,2020,07,좌제1동,주중,26350,"29,097명","29,097"
수,해운대구,2020,07,좌제2동,주중,26350,"26,482명","26,482"
수,해운대구,2020,07,좌제3동,주중,26350,"17,034명","17,034"
수,해운대구,2020,07,좌제4동,주중,26350,"22,149명","22,149"
수,해운대구,2020,07,송정동,주중,26350,"11,776명","11,776"
수,해운대구,2020,07,반여제1동,주중,26350,"34,249명","34,249"
수,해운대구,2020,07,반여제2동,주중,26350,"10,019명","10,019"
수,해운대구,2020,07,반여제3동,주중,26350,"7,203명","7,203"
수,해운대구,2020,07,반여제4동,주중,26350,"12,104명","12,104"
수,해운대구,2020,07,반송제1동,주중,26350,"20,072명","20,072"
수,해운대구,2020,07,반송제2동,주중,26350,"24,075명","24,075"
수,해운대구,2020,07,재송제1동,주중,26350,"44,166명","44,166"
수,해운대구,2020,07,재송제2동,주중,26350,"27,220명","27,220"
수,사하구,2020,01,괴정1동,주중,26380,"23,044명","23,044"
수,사하구,2020,01,괴정2동,주중,26380,"11,551명","11,551"
수,사하구,2020,01,괴정3동,주중,26380,"12,127명","12,127"
수,사하구,2020,01,괴정4동,주중,26380,"12,828명","12,828"
수,사하구,2020,01,당리동,주중,26380,"28,029명","28,029"
수,사하구,2020,01,하단1동,주중,26380,"28,444명","28,444"
수,사하구,2020,01,하단2동,주중,26380,"28,255명","28,255"
수,사하구,2020,01,신평1동,주중,26380,"15,190명","15,190"
수,사하구,2020,01,신평2동,주중,26380,"19,183명","19,183"
수,사하구,2020,01,장림1동,주중,26380,"15,435명","15,435"
수,사하구,2020,01,장림2동,주중,26380,"29,069명","29,069"
수,사하구,2020,01,다대1동,주중,26380,"43,202명","43,202"
수,사하구,2020,01,다대2동,주중,26380,"27,108명","27,108"
수,사하구,2020,01,구평동,주중,26380,"7,901명","7,901"
수,사하구,2020,01,감천1동,주중,26380,"22,554명","22,554"
수,사하구,2020,01,감천2동,주중,26380,"6,302명","6,302"
수,사하구,2020,02,괴정1동,주중,26380,"22,758명","22,758"
수,사하구,2020,02,괴정2동,주중,26380,"12,006명","12,006"
수,사하구,2020,02,괴정3동,주중,26380,"12,104명","12,104"
수,사하구,2020,02,괴정4동,주중,26380,"12,967명","12,967"
수,사하구,2020,02,당리동,주중,26380,"28,376명","28,376"
수,사하구,2020,02,하단1동,주중,26380,"27,842명","27,842"
수,사하구,2020,02,하단2동,주중,26380,"29,718명","29,718"
수,사하구,2020,02,신평1동,주중,26380,"16,224명","16,224"
수,사하구,2020,02,신평2동,주중,26380,"19,747명","19,747"
수,사하구,2020,02,장림1동,주중,26380,"15,513명","15,513"
수,사하구,2020,02,장림2동,주중,26380,"29,438명","29,438"
수,사하구,2020,02,다대1동,주중,26380,"42,274명","42,274"
수,사하구,2020,02,다대2동,주중,26380,"27,482명","27,482"
수,사하구,2020,02,구평동,주중,26380,"8,453명","8,453"
수,사하구,2020,02,감천1동,주중,26380,"22,232명","22,232"
수,사하구,2020,02,감천2동,주중,26380,"6,618명","6,618"
수,사하구,2020,03,괴정1동,주중,26380,"22,221명","22,221"
수,사하구,2020,03,괴정2동,주중,26380,"12,373명","12,373"
수,사하구,2020,03,괴정3동,주중,26380,"11,338명","11,338"
수,사하구,2020,03,괴정4동,주중,26380,"13,073명","13,073"
수,사하구,2020,03,당리동,주중,26380,"28,370명","28,370"
수,사하구,2020,03,하단1동,주중,26380,"27,283명","27,283"
수,사하구,2020,03,하단2동,주중,26380,"28,507명","28,507"
수,사하구,2020,03,신평1동,주중,26380,"19,036명","19,036"
수,사하구,2020,03,신평2동,주중,26380,"20,858명","20,858"
수,사하구,2020,03,장림1동,주중,26380,"15,765명","15,765"
수,사하구,2020,03,장림2동,주중,26380,"29,676명","29,676"
수,사하구,2020,03,다대1동,주중,26380,"42,293명","42,293"
수,사하구,2020,03,다대2동,주중,26380,"27,402명","27,402"
수,사하구,2020,03,구평동,주중,26380,"8,600명","8,600"
수,사하구,2020,03,감천1동,주중,26380,"22,071명","22,071"
수,사하구,2020,03,감천2동,주중,26380,"6,587명","6,587"
수,사하구,2020,04,괴정1동,주중,26380,"22,914명","22,914"
수,사하구,2020,04,괴정2동,주중,26380,"12,396명","12,396"
수,사하구,2020,04,괴정3동,주중,26380,"12,067명","12,067"
수,사하구,2020,04,괴정4동,주중,26380,"13,244명","13,244"
수,사하구,2020,04,당리동,주중,26380,"28,785명","28,785"
수,사하구,2020,04,하단1동,주중,26380,"27,291명","27,291"
수,사하구,2020,04,하단2동,주중,26380,"31,222명","31,222"
수,사하구,2020,04,신평1동,주중,26380,"14,761명","14,761"
수,사하구,2020,04,신평2동,주중,26380,"19,767명","19,767"
수,사하구,2020,04,장림1동,주중,26380,"15,392명","15,392"
수,사하구,2020,04,장림2동,주중,26380,"29,469명","29,469"
수,사하구,2020,04,다대1동,주중,26380,"43,876명","43,876"
수,사하구,2020,04,다대2동,주중,26380,"29,364명","29,364"
수,사하구,2020,04,구평동,주중,26380,"7,937명","7,937"
수,사하구,2020,04,감천1동,주중,26380,"25,430명","25,430"
수,사하구,2020,04,감천2동,주중,26380,"6,624명","6,624"
수,사하구,2020,05,괴정1동,주중,26380,"22,405명","22,405"
수,사하구,2020,05,괴정2동,주중,26380,"12,523명","12,523"
수,사하구,2020,05,괴정3동,주중,26380,"11,572명","11,572"
수,사하구,2020,05,괴정4동,주중,26380,"13,247명","13,247"
수,사하구,2020,05,당리동,주중,26380,"28,366명","28,366"
수,사하구,2020,05,하단1동,주중,26380,"26,377명","26,377"
수,사하구,2020,05,하단2동,주중,26380,"30,050명","30,050"
수,사하구,2020,05,신평1동,주중,26380,"16,377명","16,377"
수,사하구,2020,05,신평2동,주중,26380,"20,150명","20,150"
수,사하구,2020,05,장림1동,주중,26380,"16,020명","16,020"
수,사하구,2020,05,장림2동,주중,26380,"29,203명","29,203"
수,사하구,2020,05,다대1동,주중,26380,"41,171명","41,171"
수,사하구,2020,05,다대2동,주중,26380,"27,482명","27,482"
수,사하구,2020,05,구평동,주중,26380,"8,101명","8,101"
수,사하구,2020,05,감천1동,주중,26380,"24,137명","24,137"
수,사하구,2020,05,감천2동,주중,26380,"6,299명","6,299"
수,사하구,2020,06,괴정1동,주중,26380,"24,033명","24,033"
수,사하구,2020,06,괴정2동,주중,26380,"12,072명","12,072"
수,사하구,2020,06,괴정3동,주중,26380,"12,147명","12,147"
수,사하구,2020,06,괴정4동,주중,26380,"13,214명","13,214"
수,사하구,2020,06,당리동,주중,26380,"26,684명","26,684"
수,사하구,2020,06,하단1동,주중,26380,"27,033명","27,033"
수,사하구,2020,06,하단2동,주중,26380,"30,840명","30,840"
수,사하구,2020,06,신평1동,주중,26380,"16,410명","16,410"
수,사하구,2020,06,신평2동,주중,26380,"18,993명","18,993"
수,사하구,2020,06,장림1동,주중,26380,"16,721명","16,721"
수,사하구,2020,06,장림2동,주중,26380,"28,376명","28,376"
수,사하구,2020,06,다대1동,주중,26380,"41,418명","41,418"
수,사하구,2020,06,다대2동,주중,26380,"27,632명","27,632"
수,사하구,2020,06,구평동,주중,26380,"8,465명","8,465"
수,사하구,2020,06,감천1동,주중,26380,"24,351명","24,351"
수,사하구,2020,06,감천2동,주중,26380,"5,699명","5,699"
수,사하구,2020,07,괴정1동,주중,26380,"25,389명","25,389"
수,사하구,2020,07,괴정2동,주중,26380,"12,019명","12,019"
수,사하구,2020,07,괴정3동,주중,26380,"12,631명","12,631"
수,사하구,2020,07,괴정4동,주중,26380,"12,985명","12,985"
수,사하구,2020,07,당리동,주중,26380,"26,176명","26,176"
수,사하구,2020,07,하단1동,주중,26380,"26,854명","26,854"
수,사하구,2020,07,하단2동,주중,26380,"30,221명","30,221"
수,사하구,2020,07,신평1동,주중,26380,"15,915명","15,915"
수,사하구,2020,07,신평2동,주중,26380,"18,541명","18,541"
수,사하구,2020,07,장림1동,주중,26380,"15,429명","15,429"
수,사하구,2020,07,장림2동,주중,26380,"29,894명","29,894"
수,사하구,2020,07,다대1동,주중,26380,"40,424명","40,424"
수,사하구,2020,07,다대2동,주중,26380,"29,279명","29,279"
수,사하구,2020,07,구평동,주중,26380,"7,866명","7,866"
수,사하구,2020,07,감천1동,주중,26380,"22,720명","22,720"
수,사하구,2020,07,감천2동,주중,26380,"5,893명","5,893"
수,금정구,2020,01,서1동,주중,26410,"6,964명","6,964"
수,금정구,2020,01,서2동,주중,26410,"10,859명","10,859"
수,금정구,2020,01,서3동,주중,26410,"12,421명","12,421"
수,금정구,2020,01,부곡1동,주중,26410,"9,221명","9,221"
수,금정구,2020,01,부곡2동,주중,26410,"17,174명","17,174"
수,금정구,2020,01,부곡3동,주중,26410,"16,603명","16,603"
수,금정구,2020,01,부곡4동,주중,26410,"8,614명","8,614"
수,금정구,2020,01,장전1동,주중,26410,"17,381명","17,381"
