요일,구군,년,월,읍면동,주중/주말,지역코드,평균 유동인구
토,해운대구,2019,9,반송제2동,주말,26350,"25,344명"
토,해운대구,2019,9,재송제1동,주말,26350,"36,577명"
토,해운대구,2019,9,재송제2동,주말,26350,"26,154명"
토,해운대구,2019,10,우제1동,주말,26350,"44,056명"
토,해운대구,2019,10,우제2동,주말,26350,"52,737명"
토,해운대구,2019,10,중제1동,주말,26350,"36,382명"
토,해운대구,2019,10,중제2동,주말,26350,"12,557명"
토,해운대구,2019,10,좌제1동,주말,26350,"26,495명"
토,해운대구,2019,10,좌제2동,주말,26350,"27,948명"
토,해운대구,2019,10,좌제3동,주말,26350,"17,860명"
토,해운대구,2019,10,좌제4동,주말,26350,"23,054명"
토,해운대구,2019,10,송정동,주말,26350,"13,522명"
토,해운대구,2019,10,반여제1동,주말,26350,"33,232명"
토,해운대구,2019,10,반여제2동,주말,26350,"10,280명"
토,해운대구,2019,10,반여제3동,주말,26350,"8,927명"
토,해운대구,2019,10,반여제4동,주말,26350,"11,815명"
토,해운대구,2019,10,반송제1동,주말,26350,"19,984명"
토,해운대구,2019,10,반송제2동,주말,26350,"24,534명"
토,해운대구,2019,10,재송제1동,주말,26350,"38,549명"
토,해운대구,2019,10,재송제2동,주말,26350,"27,079명"
토,해운대구,2019,11,우제1동,주말,26350,"44,360명"
토,해운대구,2019,11,우제2동,주말,26350,"55,919명"
토,해운대구,2019,11,중제1동,주말,26350,"38,316명"
토,해운대구,2019,11,중제2동,주말,26350,"13,253명"
토,해운대구,2019,11,좌제1동,주말,26350,"26,865명"
토,해운대구,2019,11,좌제2동,주말,26350,"25,756명"
토,해운대구,2019,11,좌제3동,주말,26350,"17,566명"
토,해운대구,2019,11,좌제4동,주말,26350,"23,376명"
토,해운대구,2019,11,송정동,주말,26350,"13,333명"
토,해운대구,2019,11,반여제1동,주말,26350,"35,300명"
토,해운대구,2019,11,반여제2동,주말,26350,"10,445명"
토,해운대구,2019,11,반여제3동,주말,26350,"8,793명"
토,해운대구,2019,11,반여제4동,주말,26350,"12,772명"
토,해운대구,2019,11,반송제1동,주말,26350,"19,234명"
토,해운대구,2019,11,반송제2동,주말,26350,"24,879명"
토,해운대구,2019,11,재송제1동,주말,26350,"38,197명"
토,해운대구,2019,11,재송제2동,주말,26350,"27,896명"
토,해운대구,2019,12,우제1동,주말,26350,"42,763명"
토,해운대구,2019,12,우제2동,주말,26350,"57,433명"
토,해운대구,2019,12,중제1동,주말,26350,"37,960명"
토,해운대구,2019,12,중제2동,주말,26350,"14,195명"
토,해운대구,2019,12,좌제1동,주말,26350,"26,922명"
토,해운대구,2019,12,좌제2동,주말,26350,"27,264명"
토,해운대구,2019,12,좌제3동,주말,26350,"17,761명"
토,해운대구,2019,12,좌제4동,주말,26350,"23,117명"
토,해운대구,2019,12,송정동,주말,26350,"13,433명"
토,해운대구,2019,12,반여제1동,주말,26350,"34,273명"
토,해운대구,2019,12,반여제2동,주말,26350,"11,052명"
토,해운대구,2019,12,반여제3동,주말,26350,"8,420명"
토,해운대구,2019,12,반여제4동,주말,26350,"12,398명"
토,해운대구,2019,12,반송제1동,주말,26350,"21,367명"
토,해운대구,2019,12,반송제2동,주말,26350,"25,276명"
토,해운대구,2019,12,재송제1동,주말,26350,"38,791명"
토,해운대구,2019,12,재송제2동,주말,26350,"29,223명"
토,사하구,2019,1,괴정1동,주말,26380,"19,028명"
토,사하구,2019,1,괴정2동,주말,26380,"4,790명"
토,사하구,2019,1,괴정3동,주말,26380,"7,124명"
토,사하구,2019,1,괴정4동,주말,26380,"11,329명"
토,사하구,2019,1,당리동,주말,26380,"19,430명"
토,사하구,2019,1,하단1동,주말,26380,"31,066명"
토,사하구,2019,1,하단2동,주말,26380,"33,884명"
토,사하구,2019,1,신평1동,주말,26380,"14,938명"
토,사하구,2019,1,신평2동,주말,26380,"17,901명"
토,사하구,2019,1,장림1동,주말,26380,"14,267명"
토,사하구,2019,1,장림2동,주말,26380,"27,147명"
토,사하구,2019,1,다대1동,주말,26380,"18,569명"
토,사하구,2019,1,다대2동,주말,26380,"11,864명"
토,사하구,2019,1,구평동,주말,26380,"7,656명"
토,사하구,2019,1,감천1동,주말,26380,"13,528명"
토,사하구,2019,1,감천2동,주말,26380,"2,380명"
토,사하구,2019,2,괴정1동,주말,26380,"19,586명"
토,사하구,2019,2,괴정2동,주말,26380,"5,194명"
토,사하구,2019,2,괴정3동,주말,26380,"7,445명"
토,사하구,2019,2,괴정4동,주말,26380,"11,204명"
토,사하구,2019,2,당리동,주말,26380,"20,902명"
토,사하구,2019,2,하단1동,주말,26380,"32,819명"
토,사하구,2019,2,하단2동,주말,26380,"35,753명"
토,사하구,2019,2,신평1동,주말,26380,"13,196명"
토,사하구,2019,2,신평2동,주말,26380,"20,267명"
토,사하구,2019,2,장림1동,주말,26380,"14,348명"
토,사하구,2019,2,장림2동,주말,26380,"26,789명"
토,사하구,2019,2,다대1동,주말,26380,"19,605명"
토,사하구,2019,2,다대2동,주말,26380,"12,636명"
토,사하구,2019,2,구평동,주말,26380,"9,060명"
토,사하구,2019,2,감천1동,주말,26380,"13,135명"
토,사하구,2019,2,감천2동,주말,26380,"2,568명"
토,사하구,2019,3,괴정1동,주말,26380,"17,428명"
토,사하구,2019,3,괴정2동,주말,26380,"4,543명"
토,사하구,2019,3,괴정3동,주말,26380,"7,105명"
토,사하구,2019,3,괴정4동,주말,26380,"9,902명"
토,사하구,2019,3,당리동,주말,26380,"20,037명"
토,사하구,2019,3,하단1동,주말,26380,"42,712명"
토,사하구,2019,3,하단2동,주말,26380,"33,029명"
토,사하구,2019,3,신평1동,주말,26380,"12,598명"
토,사하구,2019,3,신평2동,주말,26380,"16,700명"
토,사하구,2019,3,장림1동,주말,26380,"13,155명"
토,사하구,2019,3,장림2동,주말,26380,"28,281명"
토,사하구,2019,3,다대1동,주말,26380,"19,705명"
토,사하구,2019,3,다대2동,주말,26380,"10,372명"
토,사하구,2019,3,구평동,주말,26380,"11,820명"
토,사하구,2019,3,감천1동,주말,26380,"12,949명"
토,사하구,2019,3,감천2동,주말,26380,"2,905명"
토,사하구,2019,4,괴정1동,주말,26380,"24,038명"
토,사하구,2019,4,괴정2동,주말,26380,"10,705명"
토,사하구,2019,4,괴정3동,주말,26380,"11,712명"
토,사하구,2019,4,괴정4동,주말,26380,"12,730명"
토,사하구,2019,4,당리동,주말,26380,"24,670명"
토,사하구,2019,4,하단1동,주말,26380,"27,333명"
토,사하구,2019,4,하단2동,주말,26380,"33,559명"
토,사하구,2019,4,신평1동,주말,26380,"12,738명"
토,사하구,2019,4,신평2동,주말,26380,"18,881명"
토,사하구,2019,4,장림1동,주말,26380,"13,000명"
토,사하구,2019,4,장림2동,주말,26380,"29,114명"
토,사하구,2019,4,다대1동,주말,26380,"41,750명"
토,사하구,2019,4,다대2동,주말,26380,"24,009명"
토,사하구,2019,4,구평동,주말,26380,"5,761명"
토,사하구,2019,4,감천1동,주말,26380,"18,580명"
토,사하구,2019,4,감천2동,주말,26380,"5,224명"
토,사하구,2019,5,괴정1동,주말,26380,"22,205명"
토,사하구,2019,5,괴정2동,주말,26380,"12,770명"
토,사하구,2019,5,괴정3동,주말,26380,"11,935명"
토,사하구,2019,5,괴정4동,주말,26380,"12,586명"
토,사하구,2019,5,당리동,주말,26380,"23,831명"
토,사하구,2019,5,하단1동,주말,26380,"26,759명"
토,사하구,2019,5,하단2동,주말,26380,"31,236명"
토,사하구,2019,5,신평1동,주말,26380,"14,483명"
토,사하구,2019,5,신평2동,주말,26380,"18,800명"
토,사하구,2019,5,장림1동,주말,26380,"13,178명"
토,사하구,2019,5,장림2동,주말,26380,"29,402명"
토,사하구,2019,5,다대1동,주말,26380,"39,321명"
토,사하구,2019,5,다대2동,주말,26380,"24,724명"
토,사하구,2019,5,구평동,주말,26380,"6,481명"
토,사하구,2019,5,감천1동,주말,26380,"18,833명"
토,사하구,2019,5,감천2동,주말,26380,"5,479명"
토,사하구,2019,6,괴정1동,주말,26380,"24,551명"
토,사하구,2019,6,괴정2동,주말,26380,"11,583명"
토,사하구,2019,6,괴정3동,주말,26380,"12,035명"
토,사하구,2019,6,괴정4동,주말,26380,"12,692명"
토,사하구,2019,6,당리동,주말,26380,"25,398명"
토,사하구,2019,6,하단1동,주말,26380,"27,435명"
토,사하구,2019,6,하단2동,주말,26380,"32,180명"
토,사하구,2019,6,신평1동,주말,26380,"15,080명"
토,사하구,2019,6,신평2동,주말,26380,"19,414명"
토,사하구,2019,6,장림1동,주말,26380,"13,472명"
토,사하구,2019,6,장림2동,주말,26380,"29,742명"
토,사하구,2019,6,다대1동,주말,26380,"41,046명"
토,사하구,2019,6,다대2동,주말,26380,"25,981명"
토,사하구,2019,6,구평동,주말,26380,"6,656명"
토,사하구,2019,6,감천1동,주말,26380,"18,995명"
토,사하구,2019,6,감천2동,주말,26380,"5,933명"
토,사하구,2019,7,괴정1동,주말,26380,"24,628명"
토,사하구,2019,7,괴정2동,주말,26380,"11,377명"
토,사하구,2019,7,괴정3동,주말,26380,"11,936명"
토,사하구,2019,7,괴정4동,주말,26380,"12,901명"
토,사하구,2019,7,당리동,주말,26380,"25,540명"
토,사하구,2019,7,하단1동,주말,26380,"27,262명"
토,사하구,2019,7,하단2동,주말,26380,"30,553명"
토,사하구,2019,7,신평1동,주말,26380,"14,723명"
토,사하구,2019,7,신평2동,주말,26380,"19,436명"
토,사하구,2019,7,장림1동,주말,26380,"13,464명"
토,사하구,2019,7,장림2동,주말,26380,"30,380명"
토,사하구,2019,7,다대1동,주말,26380,"41,662명"
토,사하구,2019,7,다대2동,주말,26380,"25,946명"
토,사하구,2019,7,구평동,주말,26380,"6,678명"
토,사하구,2019,7,감천1동,주말,26380,"19,004명"
토,사하구,2019,7,감천2동,주말,26380,"5,967명"
토,사하구,2019,8,괴정1동,주말,26380,"23,457명"
토,사하구,2019,8,괴정2동,주말,26380,"10,907명"
토,사하구,2019,8,괴정3동,주말,26380,"11,511명"
토,사하구,2019,8,괴정4동,주말,26380,"12,723명"
토,사하구,2019,8,당리동,주말,26380,"24,738명"
토,사하구,2019,8,하단1동,주말,26380,"26,817명"
토,사하구,2019,8,하단2동,주말,26380,"31,084명"
토,사하구,2019,8,신평1동,주말,26380,"14,490명"
토,사하구,2019,8,신평2동,주말,26380,"18,833명"
토,사하구,2019,8,장림1동,주말,26380,"14,291명"
토,사하구,2019,8,장림2동,주말,26380,"29,389명"
토,사하구,2019,8,다대1동,주말,26380,"40,634명"
토,사하구,2019,8,다대2동,주말,26380,"25,498명"
토,사하구,2019,8,구평동,주말,26380,"6,479명"
토,사하구,2019,8,감천1동,주말,26380,"19,470명"
토,사하구,2019,8,감천2동,주말,26380,"5,780명"
토,사하구,2019,9,괴정1동,주말,26380,"26,563명"
토,사하구,2019,9,괴정2동,주말,26380,"11,668명"
토,사하구,2019,9,괴정3동,주말,26380,"12,514명"
토,사하구,2019,9,괴정4동,주말,26380,"14,004명"
토,사하구,2019,9,당리동,주말,26380,"24,216명"
토,사하구,2019,9,하단1동,주말,26380,"27,535명"
토,사하구,2019,9,하단2동,주말,26380,"35,462명"
토,사하구,2019,9,신평1동,주말,26380,"13,850명"
토,사하구,2019,9,신평2동,주말,26380,"18,027명"
토,사하구,2019,9,장림1동,주말,26380,"14,500명"
토,사하구,2019,9,장림2동,주말,26380,"24,066명"
토,사하구,2019,9,다대1동,주말,26380,"44,283명"
토,사하구,2019,9,다대2동,주말,26380,"26,947명"
토,사하구,2019,9,구평동,주말,26380,"8,041명"
토,사하구,2019,9,감천1동,주말,26380,"20,233명"
토,사하구,2019,9,감천2동,주말,26380,"5,944명"
토,사하구,2019,10,괴정1동,주말,26380,"22,524명"
토,사하구,2019,10,괴정2동,주말,26380,"12,858명"
토,사하구,2019,10,괴정3동,주말,26380,"11,659명"
토,사하구,2019,10,괴정4동,주말,26380,"12,670명"
토,사하구,2019,10,당리동,주말,26380,"26,629명"
토,사하구,2019,10,하단1동,주말,26380,"27,834명"
토,사하구,2019,10,하단2동,주말,26380,"31,892명"
토,사하구,2019,10,신평1동,주말,26380,"12,464명"
토,사하구,2019,10,신평2동,주말,26380,"18,905명"
토,사하구,2019,10,장림1동,주말,26380,"14,029명"
토,사하구,2019,10,장림2동,주말,26380,"28,087명"
토,사하구,2019,10,다대1동,주말,26380,"42,231명"
토,사하구,2019,10,다대2동,주말,26380,"27,384명"
토,사하구,2019,10,구평동,주말,26380,"6,480명"
토,사하구,2019,10,감천1동,주말,26380,"20,220명"
토,사하구,2019,10,감천2동,주말,26380,"7,060명"
토,사하구,2019,11,괴정1동,주말,26380,"22,116명"
토,사하구,2019,11,괴정2동,주말,26380,"12,096명"
토,사하구,2019,11,괴정3동,주말,26380,"11,906명"
토,사하구,2019,11,괴정4동,주말,26380,"12,673명"
토,사하구,2019,11,당리동,주말,26380,"26,520명"
토,사하구,2019,11,하단1동,주말,26380,"27,541명"
토,사하구,2019,11,하단2동,주말,26380,"30,510명"
토,사하구,2019,11,신평1동,주말,26380,"13,407명"
토,사하구,2019,11,신평2동,주말,26380,"18,144명"
토,사하구,2019,11,장림1동,주말,26380,"14,579명"
토,사하구,2019,11,장림2동,주말,26380,"28,023명"
토,사하구,2019,11,다대1동,주말,26380,"41,543명"
토,사하구,2019,11,다대2동,주말,26380,"26,830명"
토,사하구,2019,11,구평동,주말,26380,"6,896명"
토,사하구,2019,11,감천1동,주말,26380,"20,423명"
토,사하구,2019,11,감천2동,주말,26380,"6,571명"
토,사하구,2019,12,괴정1동,주말,26380,"22,886명"
토,사하구,2019,12,괴정2동,주말,26380,"11,740명"
토,사하구,2019,12,괴정3동,주말,26380,"12,443명"
토,사하구,2019,12,괴정4동,주말,26380,"12,890명"
토,사하구,2019,12,당리동,주말,26380,"26,943명"
토,사하구,2019,12,하단1동,주말,26380,"28,048명"
토,사하구,2019,12,하단2동,주말,26380,"30,750명"
토,사하구,2019,12,신평1동,주말,26380,"13,148명"
토,사하구,2019,12,신평2동,주말,26380,"18,558명"
토,사하구,2019,12,장림1동,주말,26380,"15,073명"
토,사하구,2019,12,장림2동,주말,26380,"29,455명"
토,사하구,2019,12,다대1동,주말,26380,"41,571명"
토,사하구,2019,12,다대2동,주말,26380,"27,723명"
토,사하구,2019,12,구평동,주말,26380,"6,734명"
토,사하구,2019,12,감천1동,주말,26380,"20,784명"
토,사하구,2019,12,감천2동,주말,26380,"6,753명"
토,금정구,2019,1,서1동,주말,26410,"1,657명"
토,금정구,2019,1,서2동,주말,26410,"5,881명"
토,금정구,2019,1,서3동,주말,26410,"7,251명"
토,금정구,2019,1,금사동,주말,26410,"12,422명"
토,금정구,2019,1,부곡1동,주말,26410,"5,432명"
토,금정구,2019,1,부곡2동,주말,26410,"13,668명"
토,금정구,2019,1,부곡3동,주말,26410,"23,011명"
토,금정구,2019,1,부곡4동,주말,26410,"5,301명"
토,금정구,2019,1,장전1동,주말,26410,"11,610명"
토,금정구,2019,1,장전2동,주말,26410,"8,823명"
토,금정구,2019,1,장전3동,주말,26410,"21,307명"
토,금정구,2019,1,선두구동,주말,26410,"9,521명"
토,금정구,2019,1,청룡노포동,주말,26410,"18,768명"
토,금정구,2019,1,남산동,주말,26410,"17,121명"
토,금정구,2019,1,구서1동,주말,26410,"23,316명"
토,금정구,2019,1,구서2동,주말,26410,"22,628명"
토,금정구,2019,1,금성동,주말,26410,"2,311명"
토,금정구,2019,2,서1동,주말,26410,"1,728명"
토,금정구,2019,2,서2동,주말,26410,"5,377명"
토,금정구,2019,2,서3동,주말,26410,"7,722명"
토,금정구,2019,2,금사동,주말,26410,"12,040명"
토,금정구,2019,2,부곡1동,주말,26410,"5,468명"
토,금정구,2019,2,부곡2동,주말,26410,"12,874명"
토,금정구,2019,2,부곡3동,주말,26410,"24,022명"
토,금정구,2019,2,부곡4동,주말,26410,"5,578명"
토,금정구,2019,2,장전1동,주말,26410,"12,092명"
토,금정구,2019,2,장전2동,주말,26410,"9,792명"
토,금정구,2019,2,장전3동,주말,26410,"24,656명"
토,금정구,2019,2,선두구동,주말,26410,"10,556명"
토,금정구,2019,2,청룡노포동,주말,26410,"20,384명"
토,금정구,2019,2,남산동,주말,26410,"18,330명"
토,금정구,2019,2,구서1동,주말,26410,"25,148명"
토,금정구,2019,2,구서2동,주말,26410,"25,823명"
토,금정구,2019,2,금성동,주말,26410,"2,371명"
토,금정구,2019,3,서1동,주말,26410,"1,892명"
토,금정구,2019,3,서2동,주말,26410,"7,520명"
토,금정구,2019,3,서3동,주말,26410,"7,726명"
토,금정구,2019,3,부곡1동,주말,26410,"5,067명"
토,금정구,2019,3,부곡2동,주말,26410,"14,318명"
토,금정구,2019,3,부곡3동,주말,26410,"24,950명"
토,금정구,2019,3,부곡4동,주말,26410,"5,557명"
토,금정구,2019,3,장전1동,주말,26410,"13,419명"
토,금정구,2019,3,장전2동,주말,26410,"11,119명"
토,금정구,2019,3,장전3동,주말,26410,"22,172명"
토,금정구,2019,3,선두구동,주말,26410,"10,527명"
토,금정구,2019,3,청룡노포동,주말,26410,"24,942명"
토,금정구,2019,3,남산동,주말,26410,"19,084명"
토,금정구,2019,3,구서1동,주말,26410,"26,440명"
토,금정구,2019,3,구서2동,주말,26410,"26,743명"
토,금정구,2019,3,금성동,주말,26410,"3,028명"
토,금정구,2019,4,서1동,주말,26410,"5,599명"
토,금정구,2019,4,서2동,주말,26410,"11,487명"
토,금정구,2019,4,서3동,주말,26410,"11,635명"
토,금정구,2019,4,부곡1동,주말,26410,"7,786명"
토,금정구,2019,4,부곡2동,주말,26410,"15,515명"
토,금정구,2019,4,부곡3동,주말,26410,"23,632명"
토,금정구,2019,4,부곡4동,주말,26410,"7,222명"
토,금정구,2019,4,장전1동,주말,26410,"17,699명"
토,금정구,2019,4,장전2동,주말,26410,"15,371명"
토,금정구,2019,4,장전3동,주말,26410,"18,818명"
토,금정구,2019,4,선두구동,주말,26410,"4,428명"
토,금정구,2019,4,청룡노포동,주말,26410,"13,011명"
토,금정구,2019,4,남산동,주말,26410,"28,264명"
토,금정구,2019,4,구서1동,주말,26410,"20,235명"
토,금정구,2019,4,구서2동,주말,26410,"32,402명"
토,금정구,2019,4,금성동,주말,26410,"2,638명"
토,금정구,2019,5,서1동,주말,26410,"5,623명"
토,금정구,2019,5,서2동,주말,26410,"10,960명"
토,금정구,2019,5,서3동,주말,26410,"11,797명"
토,금정구,2019,5,부곡1동,주말,26410,"7,572명"
토,금정구,2019,5,부곡2동,주말,26410,"15,104명"
토,금정구,2019,5,부곡3동,주말,26410,"20,457명"
토,금정구,2019,5,부곡4동,주말,26410,"6,759명"
토,금정구,2019,5,장전1동,주말,26410,"17,011명"
토,금정구,2019,5,장전2동,주말,26410,"15,055명"
토,금정구,2019,5,장전3동,주말,26410,"17,892명"
토,금정구,2019,5,선두구동,주말,26410,"4,300명"
토,금정구,2019,5,청룡노포동,주말,26410,"13,497명"
토,금정구,2019,5,남산동,주말,26410,"28,377명"
토,금정구,2019,5,구서1동,주말,26410,"19,126명"
토,금정구,2019,5,구서2동,주말,26410,"31,090명"
토,금정구,2019,5,금성동,주말,26410,"2,804명"
토,금정구,2019,6,서1동,주말,26410,"5,691명"
토,금정구,2019,6,서2동,주말,26410,"11,462명"
토,금정구,2019,6,서3동,주말,26410,"11,986명"
토,금정구,2019,6,부곡1동,주말,26410,"7,414명"
토,금정구,2019,6,부곡2동,주말,26410,"15,277명"
토,금정구,2019,6,부곡3동,주말,26410,"20,557명"
토,금정구,2019,6,부곡4동,주말,26410,"7,788명"
토,금정구,2019,6,장전1동,주말,26410,"16,670명"
토,금정구,2019,6,장전2동,주말,26410,"15,056명"
토,금정구,2019,6,장전3동,주말,26410,"19,464명"
토,금정구,2019,6,선두구동,주말,26410,"5,221명"
토,금정구,2019,6,청룡노포동,주말,26410,"13,404명"
토,금정구,2019,6,남산동,주말,26410,"28,351명"
토,금정구,2019,6,구서1동,주말,26410,"22,981명"
토,금정구,2019,6,구서2동,주말,26410,"33,146명"
토,금정구,2019,6,금성동,주말,26410,"1,785명"
토,금정구,2019,7,서1동,주말,26410,"6,255명"
토,금정구,2019,7,서2동,주말,26410,"11,387명"
토,금정구,2019,7,서3동,주말,26410,"12,233명"
토,금정구,2019,7,부곡1동,주말,26410,"7,550명"
토,금정구,2019,7,부곡2동,주말,26410,"14,230명"
토,금정구,2019,7,부곡3동,주말,26410,"20,903명"
토,금정구,2019,7,부곡4동,주말,26410,"8,223명"
토,금정구,2019,7,장전1동,주말,26410,"15,596명"
토,금정구,2019,7,장전2동,주말,26410,"13,229명"
토,금정구,2019,7,장전3동,주말,26410,"19,390명"
토,금정구,2019,7,선두구동,주말,26410,"4,331명"
토,금정구,2019,7,청룡노포동,주말,26410,"12,627명"
토,금정구,2019,7,남산동,주말,26410,"27,616명"
토,금정구,2019,7,구서1동,주말,26410,"20,484명"
토,금정구,2019,7,구서2동,주말,26410,"32,646명"
토,금정구,2019,7,금성동,주말,26410,"1,594명"
토,금정구,2019,8,서1동,주말,26410,"6,566명"
토,금정구,2019,8,서2동,주말,26410,"10,869명"
토,금정구,2019,8,서3동,주말,26410,"11,916명"
토,금정구,2019,8,부곡1동,주말,26410,"7,368명"
토,금정구,2019,8,부곡2동,주말,26410,"14,512명"
토,금정구,2019,8,부곡3동,주말,26410,"20,361명"
토,금정구,2019,8,부곡4동,주말,26410,"7,595명"
토,금정구,2019,8,장전1동,주말,26410,"17,025명"
토,금정구,2019,8,장전2동,주말,26410,"13,147명"
토,금정구,2019,8,장전3동,주말,26410,"20,069명"
토,금정구,2019,8,선두구동,주말,26410,"4,417명"
토,금정구,2019,8,청룡노포동,주말,26410,"12,855명"
토,금정구,2019,8,남산동,주말,26410,"27,929명"
토,금정구,2019,8,구서1동,주말,26410,"22,471명"
토,금정구,2019,8,구서2동,주말,26410,"33,245명"
토,금정구,2019,8,금성동,주말,26410,"1,275명"
토,금정구,2019,9,서1동,주말,26410,"6,270명"
토,금정구,2019,9,서2동,주말,26410,"9,642명"
토,금정구,2019,9,서3동,주말,26410,"11,845명"
토,금정구,2019,9,부곡1동,주말,26410,"7,767명"
토,금정구,2019,9,부곡2동,주말,26410,"15,823명"
토,금정구,2019,9,부곡3동,주말,26410,"23,019명"
토,금정구,2019,9,부곡4동,주말,26410,"8,776명"
토,금정구,2019,9,장전1동,주말,26410,"18,482명"
토,금정구,2019,9,장전2동,주말,26410,"16,707명"
토,금정구,2019,9,장전3동,주말,26410,"18,839명"
토,금정구,2019,9,선두구동,주말,26410,"5,099명"
토,금정구,2019,9,청룡노포동,주말,26410,"14,585명"
토,금정구,2019,9,남산동,주말,26410,"26,498명"
토,금정구,2019,9,구서1동,주말,26410,"22,713명"
토,금정구,2019,9,구서2동,주말,26410,"34,163명"
토,금정구,2019,9,금성동,주말,26410,"1,610명"
토,금정구,2019,10,서1동,주말,26410,"7,007명"
토,금정구,2019,10,서2동,주말,26410,"10,100명"
토,금정구,2019,10,서3동,주말,26410,"11,908명"
토,금정구,2019,10,부곡1동,주말,26410,"7,884명"
토,금정구,2019,10,부곡2동,주말,26410,"15,627명"
토,금정구,2019,10,부곡3동,주말,26410,"15,897명"
토,금정구,2019,10,부곡4동,주말,26410,"8,528명"
토,금정구,2019,10,장전1동,주말,26410,"20,549명"
토,금정구,2019,10,장전2동,주말,26410,"18,695명"
토,금정구,2019,10,장전3동,주말,26410,"19,637명"
토,금정구,2019,10,선두구동,주말,26410,"7,657명"
토,금정구,2019,10,청룡노포동,주말,26410,"14,791명"
토,금정구,2019,10,남산동,주말,26410,"26,716명"
토,금정구,2019,10,구서1동,주말,26410,"20,074명"
토,금정구,2019,10,구서2동,주말,26410,"31,350명"
토,금정구,2019,10,금성동,주말,26410,"2,317명"
토,금정구,2019,11,서1동,주말,26410,"6,713명"
토,금정구,2019,11,서2동,주말,26410,"10,622명"
토,금정구,2019,11,서3동,주말,26410,"12,361명"
토,금정구,2019,11,부곡1동,주말,26410,"8,137명"
토,금정구,2019,11,부곡2동,주말,26410,"15,545명"
토,금정구,2019,11,부곡3동,주말,26410,"17,904명"
토,금정구,2019,11,부곡4동,주말,26410,"8,733명"
토,금정구,2019,11,장전1동,주말,26410,"17,650명"
토,금정구,2019,11,장전2동,주말,26410,"17,393명"
토,금정구,2019,11,장전3동,주말,26410,"18,776명"
토,금정구,2019,11,선두구동,주말,26410,"6,674명"
토,금정구,2019,11,청룡노포동,주말,26410,"14,567명"
토,금정구,2019,11,남산동,주말,26410,"28,898명"
토,금정구,2019,11,구서1동,주말,26410,"19,140명"
토,금정구,2019,11,구서2동,주말,26410,"32,618명"
토,금정구,2019,11,금성동,주말,26410,"2,208명"
토,금정구,2019,12,서1동,주말,26410,"6,775명"
토,금정구,2019,12,서2동,주말,26410,"10,873명"
토,금정구,2019,12,서3동,주말,26410,"12,533명"
토,금정구,2019,12,부곡1동,주말,26410,"8,820명"
토,금정구,2019,12,부곡2동,주말,26410,"16,668명"
토,금정구,2019,12,부곡3동,주말,26410,"17,504명"
토,금정구,2019,12,부곡4동,주말,26410,"8,777명"
토,금정구,2019,12,장전1동,주말,26410,"18,411명"
토,금정구,2019,12,장전2동,주말,26410,"17,047명"
토,금정구,2019,12,장전3동,주말,26410,"18,757명"
토,금정구,2019,12,선두구동,주말,26410,"5,990명"
토,금정구,2019,12,청룡노포동,주말,26410,"14,103명"
토,금정구,2019,12,남산동,주말,26410,"29,474명"
토,금정구,2019,12,구서1동,주말,26410,"17,967명"
토,금정구,2019,12,구서2동,주말,26410,"34,549명"
토,금정구,2019,12,금성동,주말,26410,"2,067명"
토,강서구,2019,1,대저1동,주말,26440,"38,224명"
토,강서구,2019,1,대저2동,주말,26440,"53,332명"
토,강서구,2019,1,강동동,주말,26440,"11,379명"
토,강서구,2019,1,명지동,주말,26440,"52,897명"
토,강서구,2019,1,가락동,주말,26440,"10,744명"
토,강서구,2019,1,녹산동,주말,26440,"61,959명"
토,강서구,2019,2,대저1동,주말,26440,"42,067명"
토,강서구,2019,2,대저2동,주말,26440,"56,982명"
토,강서구,2019,2,강동동,주말,26440,"12,047명"
토,강서구,2019,2,명지동,주말,26440,"56,207명"
토,강서구,2019,2,가락동,주말,26440,"10,831명"
토,강서구,2019,2,녹산동,주말,26440,"61,804명"
토,강서구,2019,3,대저1동,주말,26440,"26,177명"
토,강서구,2019,3,대저2동,주말,26440,"46,440명"
토,강서구,2019,3,강동동,주말,26440,"12,492명"
토,강서구,2019,3,가락동,주말,26440,"14,138명"
토,강서구,2019,3,녹산동,주말,26440,"189,276명"
토,강서구,2019,3,가덕도동,주말,26440,"16,735명"
토,강서구,2019,4,대저1동,주말,26440,"10,374명"
토,강서구,2019,4,대저2동,주말,26440,"20,678명"
토,강서구,2019,4,강동동,주말,26440,"5,515명"
토,강서구,2019,4,가락동,주말,26440,"3,525명"
토,강서구,2019,4,녹산동,주말,26440,"39,246명"
토,강서구,2019,4,가덕도동,주말,26440,"5,878명"
토,강서구,2019,5,대저1동,주말,26440,"9,110명"
토,강서구,2019,5,대저2동,주말,26440,"18,018명"
토,강서구,2019,5,강동동,주말,26440,"5,225명"
토,강서구,2019,5,가락동,주말,26440,"3,186명"
토,강서구,2019,5,녹산동,주말,26440,"34,141명"
토,강서구,2019,5,가덕도동,주말,26440,"5,128명"
토,강서구,2019,6,대저1동,주말,26440,"8,965명"
토,강서구,2019,6,대저2동,주말,26440,"19,084명"
토,강서구,2019,6,강동동,주말,26440,"5,637명"
토,강서구,2019,6,가락동,주말,26440,"3,822명"
토,강서구,2019,6,녹산동,주말,26440,"47,652명"
토,강서구,2019,6,가덕도동,주말,26440,"5,570명"
토,강서구,2019,7,대저1동,주말,26440,"8,953명"
